Department,Role,Will_Relocate,Trending Perf,Talent_Level,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company,EMP_Sat_OnPrem_mean,EMP_Sat_Remote_mean,EMP_Engagement_mean,Emp_Work_Status_mean,Emp_Competitive_mean,Emp_Collaborative_mean
Warehouse,Level 2-4,1,3,6,0.4,0.62,4,161,2,0,0,medium,59,2,1,1,1,1941,85,6,0,1.8,4.2,4.2,1.8,1.6,3.6
Sales,Level 2-4,0,3,6,0.8,0.97,4,170,3,0,0,medium,4,2,2,3,4,4062,72,3,0,3.5,4.6,4.2,3.0,3.2,2.8
Sales,Level 2-4,1,3,6,0.5,0.69,5,157,3,0,0,low,1,2,1,1,1,1798,86,8,0,1.8,4.2,4.2,2.0,2.0,3.2
Sales,Level 1,1,3,6,0.8,0.9,2,168,2,0,0,medium,2,1,1,2,1,1227,88,9,1,3.5,4.2,1.8,2.2,2.2,3.2
Operations,Director,0,3,6,0.4,0.53,2,152,3,0,0,medium,24,1,2,1,2,8386,67,7,1,3.8,2.4,1.8,3.5,2.2,2.2
Human Resources,Level 2-4,1,3,6,0.8,0.95,6,286,4,0,0,medium,3,1,1,2,2,1773,90,9,1,3.5,4.2,1.8,2.2,1.8,2.2
Operations,Level 1,0,3,6,0.8,0.92,4,234,5,0,0,low,3,2,1,2,1,1469,89,6,1,3.5,4.2,1.8,3.5,3.0,2.0
Human Resources,Level 2-4,1,3,6,0.5,0.66,5,281,4,1,0,medium,40,1,2,1,2,3381,76,9,0,1.8,4.2,4.2,2.5,2.2,3.0
Warehouse,Level 2-4,1,3,6,0.4,0.58,4,133,3,0,0,low,59,2,1,2,2,1092,87,9,0,3.8,2.4,4.2,5.0,3.0,2.6
Operations,Level 2-4,1,3,6,0.5,0.67,5,222,4,0,0,low,63,2,1,1,2,3506,79,6,0,1.8,4.2,4.2,2.0,2.4,3.4
Finance,Manager,1,3,6,0.5,0.66,2,111,3,0,0,medium,16,2,1,2,2,1882,69,10,0,1.8,4.2,4.2,2.2,1.8,2.4
Human Resources,Manager,0,3,6,0.4,0.51,5,259,4,0,0,low,65,1,1,2,1,3995,78,8,0,3.8,2.4,4.2,3.2,2.6,2.2
Warehouse,Director,1,3,6,0.5,0.69,2,178,3,0,0,low,6,2,2,2,2,1184,61,8,0,1.8,4.2,4.2,2.5,1.8,2.8
Finance,Level 2-4,0,3,6,0.8,0.89,6,282,4,0,0,low,1,1,2,2,1,1857,85,7,1,3.5,4.2,1.8,3.0,3.2,2.2
Operations,Senior Manager,0,3,6,0.8,0.87,4,146,8,1,0,low,7,3,3,3,3,5245,73,7,0,3.5,4.2,4.2,3.0,3.0,3.2
Operations,Level 1,0,3,6,0.8,0.82,5,249,6,0,0,low,8,3,2,2,2,5633,78,5,0,3.5,4.2,4.2,3.0,3.4,3.0
IT,Level 2-4,1,3,6,0.8,0.91,3,269,8,0,0,medium,8,3,4,4,4,4462,78,2,0,3.5,4.2,4.2,4.8,3.8,3.0
Operations,Director,0,3,6,0.4,0.47,2,248,2,0,0,medium,24,1,2,2,2,1492,88,9,1,3.8,2.4,1.8,2.8,3.4,2.4
Finance,Level 2-4,0,3,6,0.4,0.55,4,256,4,0,0,medium,12,2,2,2,2,3408,80,8,0,3.8,2.4,4.2,3.0,1.6,2.8
Operations,Level 2-4,1,3,6,0.5,0.68,4,154,3,1,0,medium,10,2,1,2,1,1711,90,10,0,1.8,4.2,4.2,2.8,2.6,2.6
Warehouse,Level 2-4,0,3,6,0.8,0.79,6,275,4,0,0,low,5,2,1,2,1,1228,88,1,1,3.5,4.2,1.8,2.5,2.4,3.6
Warehouse,Level 2-4,1,3,6,0.8,0.83,4,280,4,1,0,low,9,3,4,2,2,5288,80,8,0,3.5,4.2,4.2,2.2,2.8,2.8
Sales,Senior Manager,0,3,6,0.8,0.88,5,199,5,1,0,medium,6,3,2,2,3,4417,77,6,0,3.5,4.2,4.2,2.8,2.0,1.6
Operations,Senior Manager,1,3,6,0.8,0.98,2,235,3,0,0,high,8,3,4,3,3,4522,76,9,0,3.5,4.6,4.2,2.8,2.8,3.0
Operations,Level 2-4,0,3,6,0.8,0.72,4,271,3,0,0,low,9,2,2,3,2,4085,75,1,0,3.5,4.2,4.2,2.8,2.2,3.4
Finance,Level 2-4,0,3,6,0.8,0.98,4,207,3,0,0,medium,5,2,3,3,3,4702,80,7,0,3.5,4.6,4.2,2.2,3.4,3.0
IT,Level 1,1,3,6,0.8,0.76,4,144,3,1,0,low,1,3,3,2,3,5881,73,5,0,3.5,4.2,4.2,3.0,4.0,2.8
Warehouse,Level 2-4,0,3,6,0.8,0.92,3,150,2,0,0,medium,9,4,2,4,4,4100,77,3,0,3.5,4.2,4.2,3.0,2.0,2.0
Finance,Manager,1,3,6,0.8,0.93,6,276,4,0,0,low,6,2,2,1,1,1670,87,9,1,3.5,4.2,1.8,2.5,2.2,1.8
Finance,Level 2-4,1,3,6,0.8,0.93,4,185,5,0,0,low,9,3,3,2,2,5648,79,4,0,3.5,4.2,4.2,2.8,3.4,2.8
Human Resources,Level 2-4,0,3,6,0.8,0.73,4,208,5,0,0,low,7,3,4,3,2,5833,75,2,0,3.5,4.2,4.2,3.2,2.6,2.8
Warehouse,Level 2-4,0,3,6,0.8,0.83,3,271,2,0,0,medium,7,2,2,2,2,4958,77,3,0,3.5,4.2,4.2,3.8,2.8,2.6
Sales,Level 2-4,1,3,6,0.8,0.9,5,256,5,0,0,low,5,1,1,1,2,1970,89,3,1,3.5,4.2,1.8,3.5,2.8,2.2
Warehouse,Manager,0,3,6,0.8,0.91,3,244,3,0,0,medium,6,3,4,2,2,4062,75,8,0,3.5,4.2,4.2,2.5,3.0,4.0
Sales,Manager,0,3,6,0.4,0.52,5,236,4,0,0,low,23,1,2,1,1,2401,79,8,0,3.8,2.4,4.2,3.2,3.0,3.2
Human Resources,Senior Manager,0,3,6,0.8,0.99,5,228,4,1,0,low,8,3,3,2,2,4831,80,8,0,3.5,4.6,4.2,3.5,2.0,2.0
Sales,Manager,1,3,6,0.8,0.98,3,215,2,0,0,low,2,2,3,3,2,5661,80,2,0,3.5,4.6,4.2,3.8,2.2,2.0
Sales,Level 2-4,1,3,6,0.4,0.59,3,281,2,0,0,medium,55,2,2,2,2,3047,77,8,0,3.8,2.4,4.2,2.8,2.2,3.4
Warehouse,Manager,0,3,6,0.4,0.49,2,130,3,0,0,low,53,2,2,2,1,1243,62,7,1,3.8,2.4,1.8,2.8,2.0,2.4
Warehouse,Level 1,0,3,6,0.8,0.73,2,230,3,0,0,low,7,4,3,3,3,4889,79,5,0,3.5,4.2,4.2,2.8,3.4,3.8
IT,Senior Manager,0,3,6,0.8,1.0,5,242,5,0,0,low,3,1,2,2,1,1276,89,8,1,3.5,4.6,1.8,2.2,2.0,2.6
Warehouse,Level 1,0,3,6,0.4,0.38,2,103,3,0,0,medium,15,1,2,1,1,1042,64,9,0,3.8,2.4,4.2,3.0,2.2,1.4
Human Resources,Manager,0,3,6,0.4,0.54,3,232,2,0,0,low,56,2,2,2,2,3822,79,7,0,3.8,2.4,4.2,2.0,3.4,2.4
IT,Level 2-4,0,3,6,0.8,0.77,5,275,4,0,0,medium,6,1,2,2,2,1569,85,3,1,3.5,4.2,1.8,2.8,3.0,2.4
IT,Level 1,0,3,6,0.5,0.67,4,141,2,0,0,low,8,1,2,2,2,1495,87,9,1,1.8,4.2,1.8,3.2,2.4,2.6
Human Resources,Level 2-4,0,3,6,0.4,0.64,2,170,8,0,0,low,14,2,1,2,1,1396,69,10,0,1.8,4.2,4.2,3.8,2.8,2.0
Sales,Manager,1,3,6,0.4,0.63,4,268,3,0,0,medium,7,2,1,2,2,3622,77,8,0,1.8,4.2,4.2,2.8,1.6,2.4
Human Resources,Level 2-4,0,3,6,0.8,0.97,4,264,3,0,0,low,6,3,2,3,2,5959,79,7,0,3.5,4.6,4.2,4.2,3.0,2.6
Human Resources,Level 2-4,0,3,6,0.4,0.56,4,241,3,0,0,low,64,2,1,2,2,3531,75,9,0,3.8,2.4,4.2,3.5,3.2,2.2
Operations,Level 2-4,0,3,6,0.4,0.55,5,174,3,1,0,medium,22,1,2,1,1,1621,87,6,0,3.8,2.4,4.2,4.0,2.6,3.0
Sales,Level 2-4,0,3,6,0.4,0.4,2,245,5,0,0,medium,29,1,1,1,1,3805,80,7,0,3.8,2.4,4.2,2.2,3.2,3.4
Warehouse,Level 2-4,0,3,6,0.4,0.54,6,190,4,0,0,low,41,2,1,2,1,3116,88,8,0,3.8,2.4,4.2,3.0,2.6,3.2
Warehouse,Level 1,1,3,6,0.4,0.54,5,259,5,1,0,medium,15,1,2,2,2,2457,78,10,0,3.8,2.4,4.2,2.8,2.0,2.2
Human Resources,Manager,0,3,6,0.8,0.93,6,308,4,0,0,low,7,1,2,1,2,1078,90,2,1,3.5,4.2,1.8,3.0,2.8,3.0
IT,Senior Manager,0,3,6,0.8,0.89,4,192,2,0,0,high,4,3,3,2,2,4518,77,4,0,3.5,4.2,4.2,3.2,3.0,2.6
Human Resources,Level 2-4,0,3,6,0.8,0.9,4,208,3,0,0,low,8,3,2,3,3,4342,80,3,0,3.5,4.2,4.2,3.0,4.0,4.0
Operations,Level 1,0,3,6,0.8,0.73,4,157,2,0,0,medium,5,3,2,3,4,5647,72,1,0,3.5,4.2,4.2,2.2,3.2,3.2
Sales,Level 2-4,0,3,6,0.8,0.89,4,153,7,0,0,medium,4,4,4,2,4,5761,79,9,0,3.5,4.2,4.2,2.5,3.8,1.8
Warehouse,Senior Manager,1,3,6,0.8,0.98,4,160,2,0,0,medium,1,3,3,4,2,5741,78,8,0,3.5,4.6,4.2,3.0,3.0,3.0
Sales,Level 2-4,0,3,6,0.8,0.82,3,284,2,1,0,low,10,2,3,2,2,5619,79,2,0,3.5,4.2,4.2,4.2,3.6,3.4
IT,Level 1,0,3,6,0.8,0.82,3,203,2,0,0,low,9,2,3,3,3,5735,77,4,0,3.5,4.2,4.2,2.5,2.4,1.6
Operations,Level 2-4,0,3,6,0.8,0.88,5,238,6,0,0,medium,10,4,2,4,3,5508,80,3,0,3.5,4.2,4.2,2.0,3.0,2.8
Finance,Manager,0,3,6,0.5,0.69,4,187,5,0,0,medium,16,2,1,1,1,3781,87,6,0,1.8,4.2,4.2,3.8,2.8,2.4
Operations,Manager,0,3,6,0.8,0.94,6,266,4,0,0,medium,8,2,1,2,2,1547,87,1,1,3.5,4.2,1.8,2.2,3.4,2.6
Finance,Level 2-4,0,3,6,0.8,0.87,6,264,4,0,0,medium,1,2,2,2,1,1273,88,1,1,3.5,4.2,1.8,2.2,2.0,2.2
Human Resources,Level 2-4,0,3,6,0.8,0.7,3,153,10,0,0,high,7,2,2,2,3,5305,77,4,0,3.5,4.2,4.2,3.2,2.6,2.6
Human Resources,Level 2-4,0,3,6,0.4,0.58,4,273,4,0,0,medium,31,2,2,2,2,2373,79,9,0,3.8,2.4,4.2,2.8,2.2,2.2
IT,Level 2-4,1,3,6,0.4,0.64,4,227,3,0,0,low,54,2,1,2,2,3972,75,8,0,1.8,4.2,4.2,3.5,2.4,3.6
Human Resources,Level 1,0,3,6,0.8,0.71,4,145,3,1,1,medium,4,4,2,2,2,5122,80,6,0,3.5,4.2,4.2,2.8,2.6,2.6
Human Resources,Level 2-4,0,3,6,0.8,0.92,5,176,3,0,0,low,3,3,2,3,2,5919,70,2,0,3.5,4.2,4.2,3.0,3.2,2.4
Operations,Level 1,1,3,6,0.8,0.94,4,258,5,0,0,low,7,1,2,1,2,1261,89,6,1,3.5,4.2,1.8,3.5,2.0,2.8
Warehouse,Manager,0,3,6,0.8,0.75,4,151,2,0,0,medium,6,2,4,3,4,4987,71,4,0,3.5,4.2,4.2,2.0,2.6,3.4
Human Resources,Level 2-4,1,3,6,0.4,0.62,5,167,3,0,0,low,53,2,2,1,2,1564,87,7,0,1.8,4.2,4.2,3.5,2.2,3.2
Human Resources,Manager,1,3,6,0.4,0.49,3,253,3,0,0,low,49,1,1,2,2,2886,77,8,0,3.8,2.4,4.2,3.0,2.0,2.4
Human Resources,Level 1,0,3,6,0.4,0.5,2,143,3,0,0,low,36,2,1,2,1,1155,61,9,1,3.8,2.4,1.8,3.5,2.2,2.2
IT,Level 1,1,3,6,0.8,0.98,4,258,3,0,0,low,10,3,2,3,2,4906,75,4,0,3.5,4.6,4.2,2.8,2.2,2.4
Human Resources,Level 1,1,3,6,0.4,0.48,2,143,3,0,0,low,62,2,1,2,1,1799,65,8,1,3.8,2.4,1.8,3.0,1.6,2.6
Warehouse,Level 1,0,3,6,0.5,0.69,5,145,2,0,0,medium,6,1,1,1,1,1965,85,9,0,1.8,4.2,4.2,3.5,1.8,3.4
Warehouse,Level 2-4,1,3,6,0.8,0.75,3,156,3,0,0,medium,2,4,4,3,4,4681,80,2,0,3.5,4.2,4.2,2.2,3.0,2.6
Finance,Director,0,3,6,0.4,0.6,2,113,5,0,0,low,9,2,2,1,2,1957,63,9,0,3.8,4.2,4.2,2.8,2.2,2.8
Warehouse,Level 2-4,0,3,6,0.4,0.51,2,145,3,0,0,low,53,2,2,2,1,1522,73,7,1,3.8,2.4,1.8,2.5,2.8,1.2
Human Resources,Manager,1,3,6,0.4,0.55,4,211,3,0,0,medium,55,1,2,2,2,2985,76,7,0,3.8,2.4,4.2,3.2,3.0,3.6
IT,Level 2-4,1,3,6,0.8,0.87,4,228,5,0,0,low,6,1,1,2,1,1853,85,9,1,3.5,4.2,1.8,3.8,1.6,3.2
Sales,Level 1,0,3,6,0.8,0.98,4,170,3,0,0,low,2,4,4,3,2,5671,72,2,0,3.5,4.6,4.2,3.0,2.2,2.6
IT,Level 2-4,1,3,6,0.8,0.75,3,232,3,0,0,low,10,3,4,3,2,5333,79,5,0,3.5,4.2,4.2,4.0,2.0,1.6
Finance,Level 2-4,0,3,6,0.8,0.77,4,167,3,1,0,medium,5,2,3,3,3,5791,80,4,0,3.5,4.2,4.2,3.0,3.6,3.0
IT,Level 1,1,3,6,0.4,0.58,3,152,3,1,0,low,43,1,1,1,2,1282,67,7,0,3.8,2.4,4.2,3.2,1.4,1.6
Warehouse,Level 1,0,3,6,0.4,0.52,4,198,3,0,0,medium,17,1,1,1,2,3130,86,9,0,3.8,2.4,4.2,3.8,2.0,2.0
IT,Senior Director,1,3,6,0.8,0.89,4,261,2,0,0,medium,9,2,4,2,3,4158,76,1,0,3.5,4.2,4.2,3.0,3.2,3.8
Human Resources,Level 2-4,0,3,6,0.8,0.78,4,176,2,0,0,medium,1,3,3,2,2,5793,70,1,0,3.5,4.2,4.2,3.2,3.2,2.4
Sales,Level 2-4,1,3,6,0.8,0.97,4,211,2,0,1,low,6,5,2,2,2,5473,77,9,0,3.5,4.6,4.2,4.0,2.4,3.2
Finance,Level 2-4,0,3,6,0.4,0.58,3,226,2,0,0,medium,2,1,2,2,1,1043,88,10,1,3.8,2.4,1.8,3.0,2.8,2.2
Human Resources,Level 1,0,3,6,0.8,0.81,5,128,3,1,0,low,9,3,2,3,3,5143,79,7,0,3.5,4.2,4.2,3.2,2.6,2.2
Finance,Level 1,1,3,6,0.8,0.74,5,117,3,0,0,medium,4,2,2,2,4,5332,78,1,0,3.5,4.2,4.2,3.2,3.4,3.0
Human Resources,Level 1,1,3,6,0.4,0.53,2,158,3,0,0,low,32,1,2,1,1,1334,72,7,1,3.8,2.4,1.8,2.8,1.8,3.4
Sales,Senior Manager,0,3,6,0.8,0.93,6,249,4,0,0,low,2,2,1,1,2,1516,88,5,1,3.5,4.2,1.8,4.0,2.6,2.8
Operations,Senior Manager,1,3,6,0.8,0.95,3,236,3,0,0,medium,8,4,2,3,3,5341,75,7,0,3.5,4.2,4.2,2.8,2.2,2.4
IT,Level 2-4,1,3,6,0.8,0.84,3,227,3,1,0,high,9,3,2,2,2,4892,77,8,0,3.5,4.2,4.2,3.5,4.0,2.8
Finance,Level 1,1,3,6,0.4,0.62,3,171,3,0,0,medium,24,2,1,2,1,1300,70,7,0,1.8,4.2,4.2,3.2,2.6,2.6
IT,Manager,0,3,6,0.4,0.52,2,155,3,0,0,low,30,1,2,2,2,1864,60,9,1,3.8,2.4,1.8,3.0,3.0,3.0
IT,Senior Manager,1,3,6,0.4,0.57,4,183,3,0,0,low,33,1,2,2,1,2741,85,10,0,3.8,2.4,4.2,3.2,2.2,3.2
Human Resources,Manager,0,3,6,0.4,0.65,3,161,3,0,0,low,24,2,1,1,2,1920,70,6,0,1.8,4.2,4.2,3.2,2.2,1.8
IT,Level 2-4,0,3,6,0.4,0.48,4,153,3,0,0,low,17,1,2,1,2,1797,89,10,0,3.8,2.4,4.2,3.0,3.0,3.0
Operations,Manager,1,3,6,0.8,0.76,4,140,3,0,0,low,7,2,4,3,3,5383,78,4,0,3.5,4.2,4.2,3.5,3.4,2.0
Finance,Senior Manager,0,3,6,0.8,0.9,4,206,3,0,0,medium,5,4,4,3,4,5785,80,6,0,3.5,4.2,4.2,3.0,3.6,3.4
Sales,Level 2-4,0,3,6,0.4,0.48,2,127,3,0,0,medium,15,1,2,1,1,6432,63,7,1,3.8,2.4,1.8,3.2,2.2,3.6
Operations,Level 1,0,3,6,0.4,0.46,6,132,2,0,0,medium,31,1,2,2,1,1787,86,9,0,3.8,2.4,4.2,3.8,2.2,1.8
Sales,Level 2-4,0,3,6,0.4,0.52,3,224,3,0,0,low,62,1,1,2,1,3036,80,6,0,3.8,2.4,4.2,4.8,2.2,3.0
Operations,Level 2-4,1,3,6,0.4,0.64,3,193,2,0,0,low,60,2,1,2,2,2581,89,8,0,1.8,4.2,4.2,2.2,2.6,2.4
Warehouse,Level 2-4,1,3,6,0.8,1.0,5,251,6,0,0,low,10,1,2,2,2,1196,86,1,1,0.0,4.6,1.8,4.0,2.2,4.0
IT,Level 2-4,1,3,6,0.8,0.75,4,224,3,0,1,medium,9,4,2,4,3,5283,78,8,0,3.5,4.2,4.2,3.0,3.0,2.2
IT,Manager,0,3,6,0.8,0.75,4,218,2,0,0,low,7,3,3,3,3,4597,76,2,0,3.5,4.2,4.2,2.2,3.6,2.8
Sales,Senior Manager,1,3,6,0.8,0.83,5,269,2,0,0,medium,2,2,2,2,4,5962,77,2,0,3.5,4.2,4.2,3.5,2.4,3.0
Warehouse,Level 2-4,0,3,6,0.8,0.85,5,195,4,0,0,low,1,4,4,2,2,4393,75,8,0,3.5,4.2,4.2,3.0,2.2,2.2
Finance,Manager,1,3,6,0.4,0.45,2,151,3,0,0,low,44,1,2,1,1,1759,65,10,1,3.8,2.4,1.8,3.8,1.8,3.2
Human Resources,Manager,0,3,6,0.8,0.71,4,208,3,1,0,low,10,4,3,3,2,4919,79,2,0,3.5,4.2,4.2,3.8,3.0,2.6
IT,Level 2-4,0,3,6,0.8,0.98,3,286,6,0,0,high,8,4,3,3,2,4777,78,2,0,3.5,4.6,4.2,3.0,2.2,3.0
Operations,Level 2-4,1,3,6,0.4,0.4,3,236,5,0,0,medium,52,1,1,2,1,3341,78,10,0,3.8,2.4,4.2,2.5,2.4,2.4
IT,Level 1,1,3,6,0.8,0.8,3,222,3,0,0,medium,3,4,4,3,4,4068,79,3,0,3.5,4.2,4.2,3.2,3.0,3.6
Warehouse,Senior Manager,1,3,6,0.5,0.66,6,181,4,0,0,high,6,2,1,1,1,3003,85,10,0,1.8,4.2,4.2,3.0,1.8,3.0
Sales,Level 2-4,0,3,6,0.8,0.82,3,178,3,0,0,low,3,2,3,2,2,5396,79,7,0,3.5,4.2,4.2,3.0,3.6,2.6
Human Resources,Level 2-4,1,3,6,0.5,0.69,4,174,2,0,0,low,11,1,1,2,2,1577,90,9,0,1.8,4.2,4.2,3.5,2.2,2.4
Sales,Manager,1,3,6,0.4,0.65,4,269,3,0,0,medium,23,2,1,1,2,3652,76,8,0,1.8,4.2,4.2,3.0,1.6,3.6
Warehouse,Level 2-4,1,3,6,0.8,0.74,5,249,3,0,0,medium,6,3,4,4,4,5212,79,4,0,3.5,4.2,4.2,3.8,3.0,2.2
Warehouse,Level 1,1,3,6,0.4,0.56,4,271,3,0,0,high,13,1,2,2,2,2693,80,8,0,3.8,2.4,4.2,3.8,2.6,2.4
IT,Level 1,1,3,6,0.4,0.58,4,188,3,0,0,low,38,1,2,2,1,3031,86,6,0,3.8,2.4,4.2,4.5,1.8,3.0
Finance,Manager,0,3,6,0.5,0.68,4,220,2,0,0,medium,33,1,2,1,2,2897,77,6,0,1.8,4.2,4.2,3.5,2.0,3.2
Warehouse,Level 1,1,3,6,0.4,0.41,5,286,3,0,0,high,32,1,2,2,1,2343,80,8,0,3.8,2.4,4.2,4.0,2.4,2.2
Sales,Senior Manager,1,3,6,0.4,0.6,2,136,6,0,0,low,53,2,1,2,1,1213,64,8,0,3.8,4.2,4.2,2.5,2.8,3.2
Warehouse,Level 1,1,3,6,0.8,0.86,4,201,3,1,0,medium,6,4,4,2,2,5616,78,6,0,3.5,4.2,4.2,1.8,3.0,2.2
IT,Level 2-4,0,3,6,0.8,0.95,4,149,3,0,1,medium,5,5,2,3,3,4031,79,1,0,3.5,4.2,4.2,3.0,2.8,2.2
Human Resources,Level 2-4,1,3,6,0.8,0.92,4,165,5,0,0,medium,1,3,4,2,4,4170,80,7,0,3.5,4.2,4.2,2.2,2.6,2.2
IT,Level 2-4,0,3,6,0.5,0.69,4,135,3,0,0,low,15,1,1,2,2,1008,89,6,0,1.8,4.2,4.2,3.0,3.0,2.4
Operations,Manager,1,3,6,0.4,0.53,4,144,3,0,0,medium,63,2,2,1,1,1238,90,6,0,3.8,2.4,4.2,4.5,3.8,3.0
Human Resources,Level 2-4,0,3,6,0.8,0.73,5,206,5,0,0,medium,2,3,3,2,2,5766,76,5,0,3.5,4.2,4.2,3.0,2.2,2.8
Sales,Level 1,0,3,6,0.8,0.98,4,237,5,0,0,low,9,1,2,2,1,1978,88,7,1,3.5,4.6,1.8,3.8,2.2,3.2
Sales,Level 2-4,1,3,6,0.4,0.63,5,180,5,0,0,medium,35,1,1,2,1,1725,89,6,1,1.8,4.2,1.8,4.2,2.4,3.6
Warehouse,Manager,0,3,6,0.8,0.77,6,255,4,0,0,low,2,1,1,2,1,1385,90,1,1,3.5,4.2,1.8,3.2,2.8,3.4
Sales,Level 2-4,0,3,6,0.4,0.64,5,234,3,0,0,medium,40,1,2,2,2,3340,75,7,0,1.8,4.2,4.2,2.2,3.0,3.4
IT,Level 2-4,0,3,6,0.8,1.0,5,224,5,0,0,low,2,2,1,2,2,1022,85,2,1,3.5,4.6,1.8,2.5,3.2,2.4
Sales,Level 2-4,1,3,6,0.4,0.51,2,139,3,0,0,low,62,2,2,2,2,1987,69,10,1,3.8,2.4,1.8,3.0,2.4,1.6
Human Resources,Manager,1,3,6,0.4,0.55,4,100,4,1,0,low,33,1,1,2,1,1283,88,6,0,3.8,2.4,4.2,2.5,3.2,2.4
Finance,Level 1,0,3,6,0.8,0.92,5,267,6,0,0,low,3,2,2,1,1,1803,87,3,1,3.5,4.2,1.8,2.2,2.8,2.4
Operations,Manager,0,3,6,0.8,0.71,4,200,2,0,0,low,9,2,3,3,2,4808,89,8,0,3.5,4.2,4.2,2.2,3.2,2.6
Finance,Level 2-4,1,3,6,0.8,0.76,3,262,2,0,0,medium,10,3,2,3,3,5032,77,3,0,3.5,4.2,4.2,2.5,2.8,2.4
Human Resources,Level 2-4,0,3,6,0.5,0.67,5,148,3,0,0,medium,48,2,2,1,1,1099,88,6,0,1.8,4.2,4.2,2.8,2.2,2.6
Warehouse,Manager,0,3,6,0.4,0.53,5,256,3,0,0,medium,57,2,2,2,2,3996,78,7,0,3.8,2.4,4.2,3.8,2.6,2.6
Sales,Level 2-4,0,3,6,0.4,0.45,4,241,6,0,0,medium,47,1,2,2,1,3052,75,9,0,3.8,2.4,4.2,2.0,2.8,2.6
Sales,Manager,1,3,6,0.8,0.79,3,203,2,0,0,low,2,2,4,2,3,4647,78,7,0,3.5,4.2,4.2,3.0,2.6,2.4
Human Resources,Level 2-4,1,3,6,0.8,0.77,3,265,3,0,0,medium,8,3,4,4,4,5980,80,3,0,3.5,4.2,4.2,3.8,4.0,2.4
Human Resources,Level 2-4,1,3,6,0.5,0.7,3,138,2,0,0,medium,40,1,2,2,1,1117,62,9,0,1.8,4.2,4.2,3.0,1.6,3.6
Sales,Level 2-4,0,3,6,0.8,0.79,3,160,3,0,0,medium,4,2,3,2,3,5132,79,5,0,3.5,4.2,4.2,2.0,2.8,2.4
Warehouse,Level 2-4,1,3,6,0.8,0.95,6,117,7,0,0,medium,6,3,4,2,4,5529,78,7,0,3.5,4.2,4.2,3.2,3.0,3.0
Human Resources,Level 2-4,1,3,6,0.8,0.72,3,271,2,0,0,low,8,3,3,3,2,4444,79,8,0,3.5,4.2,4.2,2.8,2.4,3.4
IT,Manager,0,3,6,0.4,0.47,4,285,3,0,0,low,62,1,1,1,2,2227,80,7,0,3.8,2.4,4.2,3.5,2.8,2.6
Operations,Level 1,0,3,6,0.4,0.64,4,147,3,0,0,low,11,2,1,1,2,1434,89,7,0,1.8,4.2,4.2,2.5,2.6,1.8
Human Resources,Level 2-4,1,3,6,0.4,0.43,5,210,4,1,0,medium,3,1,1,2,2,2589,76,9,0,3.8,2.4,4.2,4.0,2.0,3.4
Warehouse,Senior Manager,0,3,6,0.8,0.96,4,248,3,0,0,low,2,3,3,3,3,5310,79,9,0,3.5,4.2,4.2,3.8,3.0,3.8
Sales,Level 1,1,3,6,0.8,0.77,4,168,4,0,0,medium,4,4,2,4,2,4676,76,3,0,3.5,4.2,4.2,3.0,2.6,3.4
Warehouse,Level 2-4,1,3,6,0.8,0.75,4,169,4,0,0,low,10,3,4,3,3,4245,80,5,0,3.5,4.2,4.2,2.5,3.0,2.8
IT,Manager,1,3,6,0.8,0.91,3,264,3,1,0,low,6,2,4,2,2,5482,76,7,0,3.5,4.2,4.2,4.2,2.8,2.8
IT,Level 2-4,1,3,6,0.4,0.46,2,145,3,0,0,low,4,2,2,2,2,1964,63,7,1,3.8,2.4,1.8,3.2,2.8,1.8
Warehouse,Level 1,0,3,6,0.4,0.64,4,163,3,0,0,low,52,1,2,1,1,1891,90,10,0,1.8,4.2,4.2,3.0,2.2,2.2
IT,Level 2-4,1,3,6,0.8,0.74,3,159,4,0,0,medium,9,2,3,2,4,4214,78,3,0,3.5,4.2,4.2,3.0,3.0,3.0
Finance,Level 1,0,3,6,0.4,0.38,5,122,4,0,0,low,5,2,2,2,2,1357,90,8,0,3.8,2.4,4.2,2.5,2.0,2.4
Operations,Senior Manager,1,3,6,0.8,0.88,5,216,10,1,0,medium,4,3,2,2,2,4409,79,8,0,3.5,4.2,4.2,2.5,3.0,3.6
Operations,Level 2-4,1,3,6,0.5,0.65,3,139,3,0,0,high,4,2,1,1,1,1546,71,10,0,1.8,4.2,4.2,3.2,2.2,2.0
Operations,Level 2-4,0,3,6,0.8,0.96,3,247,3,0,0,low,4,4,2,3,2,5844,79,1,0,3.5,4.6,4.2,4.0,2.8,3.6
Finance,Level 2-4,0,3,6,0.8,0.94,3,172,3,0,0,medium,8,4,2,3,2,4982,70,7,0,3.5,4.2,4.2,3.2,3.2,2.0
Operations,Level 2-4,1,3,6,0.4,0.58,2,140,3,0,0,low,19,2,2,1,2,1806,65,6,0,3.8,2.4,4.2,3.0,2.8,1.8
Warehouse,Level 2-4,1,3,6,0.4,0.5,3,139,10,1,0,low,28,1,2,1,1,1943,69,10,0,3.8,2.4,4.2,3.0,2.8,2.8
