EMP_Sat_OnPrem_mean,last_evaluation,Emp_Identity,Emp_Position,LinkedIn_Hits,number_project,Sensor_Proximity(1-highest/10-lowest),EMP_Engagement_mean,Sensor_Heartbeat(Average/Min),Percent_Remote,average_montly_hours,Emp_Role,time_spend_company,Emp_Title,EMP_Sat_Remote_mean,Emp_Competitive_mean,Sensor_StepCount,promotion_last_5years,left_Company,Work_accident
3.5,0.89,2,2,9,4,1,4.2,76,0.8,261,4,2,3,4.2,3.2,4158,0,0,0
3.5,0.78,3,2,1,4,1,4.2,70,0.8,176,3,2,2,4.2,3.2,5793,0,0,0
3.5,0.97,5,2,6,4,9,4.2,77,0.8,211,2,2,2,4.6,2.4,5473,1,0,0
3.8,0.58,1,2,2,3,10,1.8,88,0.4,226,2,2,1,2.4,2.8,1043,0,1,0
3.5,0.81,3,3,9,5,7,4.2,79,0.8,128,2,3,3,4.2,2.6,5143,0,0,1
3.5,0.74,2,2,4,5,1,4.2,78,0.8,117,2,3,4,4.2,3.4,5332,0,0,0
3.8,0.53,1,1,32,2,7,1.8,72,0.4,158,2,3,1,2.4,1.8,1334,0,1,0
3.5,0.93,2,1,2,6,5,1.8,88,0.8,249,1,4,2,4.2,2.6,1516,0,1,0
3.5,0.95,4,3,8,3,7,4.2,75,0.8,236,2,3,3,4.2,2.2,5341,0,0,0
3.5,0.84,3,2,9,3,8,4.2,77,0.8,227,2,3,2,4.2,4.0,4892,0,0,1
1.8,0.62,2,2,24,3,7,4.2,70,0.4,171,1,3,1,4.2,2.6,1300,0,0,0
3.8,0.52,1,2,30,2,9,1.8,60,0.4,155,2,3,2,2.4,3.0,1864,0,1,0
3.8,0.57,1,2,33,4,10,4.2,85,0.4,183,2,3,1,2.4,2.2,2741,0,0,0
1.8,0.65,2,1,24,3,6,4.2,70,0.4,161,1,3,2,4.2,2.2,1920,0,0,0
3.8,0.48,1,1,17,4,10,4.2,89,0.4,153,2,3,2,2.4,3.0,1797,0,0,0
3.5,0.76,2,3,7,4,4,4.2,78,0.8,140,4,3,3,4.2,3.4,5383,0,0,0
3.5,0.9,4,3,5,4,6,4.2,80,0.8,206,4,3,4,4.2,3.6,5785,0,0,0
3.8,0.48,1,1,15,2,7,1.8,63,0.4,127,2,3,1,2.4,2.2,6432,0,1,0
3.8,0.46,1,2,31,6,9,4.2,86,0.4,132,2,2,1,2.4,2.2,1787,0,0,0
3.8,0.52,1,2,62,3,6,4.2,80,0.4,224,1,3,1,2.4,2.2,3036,0,0,0
1.8,0.64,2,2,60,3,8,4.2,89,0.4,193,1,2,2,4.2,2.6,2581,0,0,0
0.0,1.0,1,2,10,5,1,1.8,86,0.8,251,2,6,2,4.6,2.2,1196,0,1,0
3.5,0.75,4,4,9,4,8,4.2,78,0.8,224,2,3,3,4.2,3.0,5283,1,0,0
3.5,0.75,3,3,7,4,2,4.2,76,0.8,218,3,2,3,4.2,3.6,4597,0,0,0
3.5,0.83,2,2,2,5,2,4.2,77,0.8,269,2,2,4,4.2,2.4,5962,0,0,0
3.5,0.85,4,2,1,5,8,4.2,75,0.8,195,4,4,2,4.2,2.2,4393,0,0,0
3.8,0.45,1,1,44,2,10,1.8,65,0.4,151,2,3,1,2.4,1.8,1759,0,1,0
3.5,0.71,4,3,10,4,2,4.2,79,0.8,208,3,3,2,4.2,3.0,4919,0,0,1
3.5,0.98,4,3,8,3,2,4.2,78,0.8,286,3,6,2,4.6,2.2,4777,0,0,0
3.8,0.4,1,2,52,3,10,4.2,78,0.4,236,1,5,1,2.4,2.4,3341,0,0,0
3.5,0.8,4,3,3,3,3,4.2,79,0.8,222,4,3,4,4.2,3.0,4068,0,0,0
1.8,0.66,2,1,6,6,10,4.2,85,0.5,181,1,4,1,4.2,1.8,3003,0,0,0
3.5,0.82,2,2,3,3,7,4.2,79,0.8,178,3,3,2,4.2,3.6,5396,0,0,0
1.8,0.69,1,2,11,4,9,4.2,90,0.5,174,1,2,2,4.2,2.2,1577,0,0,0
1.8,0.65,2,1,23,4,8,4.2,76,0.4,269,1,3,2,4.2,1.6,3652,0,0,0
3.5,0.74,3,4,6,5,4,4.2,79,0.8,249,4,3,4,4.2,3.0,5212,0,0,0
3.8,0.56,1,2,13,4,8,4.2,80,0.4,271,2,3,2,2.4,2.6,2693,0,0,0
3.8,0.58,1,2,38,4,6,4.2,86,0.4,188,2,3,1,2.4,1.8,3031,0,0,0
1.8,0.68,1,1,33,4,6,4.2,77,0.5,220,2,2,2,4.2,2.0,2897,0,0,0
3.8,0.41,1,2,32,5,8,4.2,80,0.4,286,2,3,1,2.4,2.4,2343,0,0,0
3.8,0.6,2,2,53,2,8,4.2,64,0.4,136,1,6,1,4.2,2.8,1213,0,0,0
3.5,0.86,4,2,6,4,6,4.2,78,0.8,201,4,3,2,4.2,3.0,5616,0,0,1
3.5,0.95,5,3,5,4,1,4.2,79,0.8,149,2,3,3,4.2,2.8,4031,1,0,0
3.5,0.92,3,2,1,4,7,4.2,80,0.8,165,4,5,4,4.2,2.6,4170,0,0,0
1.8,0.69,1,2,15,4,6,4.2,89,0.5,135,1,3,2,4.2,3.0,1008,0,0,0
3.8,0.53,2,1,63,4,6,4.2,90,0.4,144,2,3,1,2.4,3.8,1238,0,0,0
3.5,0.73,3,2,2,5,5,4.2,76,0.8,206,3,5,2,4.2,2.2,5766,0,0,0
3.5,0.98,1,2,9,4,7,1.8,88,0.8,237,2,5,1,4.6,2.2,1978,0,1,0
1.8,0.63,1,2,35,5,6,1.8,89,0.4,180,1,5,1,4.2,2.4,1725,0,1,0
3.5,0.77,1,2,2,6,1,1.8,90,0.8,255,1,4,1,4.2,2.8,1385,0,1,0
1.8,0.64,1,2,40,5,7,4.2,75,0.4,234,2,3,2,4.2,3.0,3340,0,0,0
3.5,1.0,2,2,2,5,2,1.8,85,0.8,224,1,5,2,4.6,3.2,1022,0,1,0
3.8,0.51,2,2,62,2,10,1.8,69,0.4,139,2,3,2,2.4,2.4,1987,0,1,0
3.8,0.55,1,2,33,4,6,4.2,88,0.4,100,1,4,1,2.4,3.2,1283,0,0,1
3.5,0.92,2,1,3,5,3,1.8,87,0.8,267,2,6,1,4.2,2.8,1803,0,1,0
3.5,0.71,2,3,9,4,8,4.2,89,0.8,200,3,2,2,4.2,3.2,4808,0,0,0
3.5,0.76,3,3,10,3,3,4.2,77,0.8,262,2,2,3,4.2,2.8,5032,0,0,0
1.8,0.67,2,1,48,5,6,4.2,88,0.5,148,2,3,1,4.2,2.2,1099,0,0,0
3.8,0.53,2,2,57,5,7,4.2,78,0.4,256,2,3,2,2.4,2.6,3996,0,0,0
3.8,0.45,1,2,47,4,9,4.2,75,0.4,241,2,6,1,2.4,2.8,3052,0,0,0
3.5,0.79,2,2,2,3,7,4.2,78,0.8,203,4,2,3,4.2,2.6,4647,0,0,0
3.5,0.77,3,4,8,3,3,4.2,80,0.8,265,4,3,4,4.2,4.0,5980,0,0,0
1.8,0.7,1,2,40,3,9,4.2,62,0.5,138,2,2,1,4.2,1.6,1117,0,0,0
3.5,0.79,2,2,4,3,5,4.2,79,0.8,160,3,3,3,4.2,2.8,5132,0,0,0
3.5,0.95,3,2,6,6,7,4.2,78,0.8,117,4,7,4,4.2,3.0,5529,0,0,0
3.5,0.72,3,3,8,3,8,4.2,79,0.8,271,3,2,2,4.2,2.4,4444,0,0,0
3.8,0.47,1,1,62,4,7,4.2,80,0.4,285,1,3,2,2.4,2.8,2227,0,0,0
1.8,0.64,2,1,11,4,7,4.2,89,0.4,147,1,3,2,4.2,2.6,1434,0,0,0
3.8,0.43,1,2,3,5,9,4.2,76,0.4,210,1,4,2,2.4,2.0,2589,0,0,1
3.5,0.96,3,3,2,4,9,4.2,79,0.8,248,3,3,3,4.2,3.0,5310,0,0,0
3.5,0.77,4,4,4,4,3,4.2,76,0.8,168,2,4,2,4.2,2.6,4676,0,0,0
3.5,0.75,3,3,10,4,5,4.2,80,0.8,169,4,4,3,4.2,3.0,4245,0,0,0
3.5,0.91,2,2,6,3,7,4.2,76,0.8,264,4,3,2,4.2,2.8,5482,0,0,1
3.8,0.46,2,2,4,2,7,1.8,63,0.4,145,2,3,2,2.4,2.8,1964,0,1,0
1.8,0.64,1,1,52,4,10,4.2,90,0.4,163,2,3,1,4.2,2.2,1891,0,0,0
3.5,0.74,2,2,9,3,3,4.2,78,0.8,159,3,4,4,4.2,3.0,4214,0,0,0
3.8,0.38,2,2,5,5,8,4.2,90,0.4,122,2,4,2,2.4,2.0,1357,0,0,0
3.5,0.88,3,2,4,5,8,4.2,79,0.8,216,2,10,2,4.2,3.0,4409,0,0,1
1.8,0.65,2,1,4,3,10,4.2,71,0.5,139,1,3,1,4.2,2.2,1546,0,0,0
3.5,0.96,4,3,4,3,1,4.2,79,0.8,247,2,3,2,4.6,2.8,5844,0,0,0
3.5,0.94,4,3,8,3,7,4.2,70,0.8,172,2,3,2,4.2,3.2,4982,0,0,0
3.8,0.58,2,1,19,2,6,4.2,65,0.4,140,2,3,2,2.4,2.8,1806,0,0,0
3.8,0.5,1,1,28,3,10,4.2,69,0.4,139,2,10,1,2.4,2.8,1943,0,0,1
3.8,0.42,2,1,18,2,6,4.2,75,0.4,169,1,5,2,2.4,3.2,1374,0,0,0
3.5,0.75,3,4,1,3,2,4.2,75,0.8,214,2,3,3,4.2,3.2,5362,0,0,0
3.5,0.84,2,3,10,4,5,4.2,76,0.8,266,2,3,3,4.2,3.8,5221,0,0,0
1.8,0.7,2,2,6,3,8,1.8,87,0.5,273,2,6,1,4.2,3.0,1771,0,1,0
3.8,0.54,1,1,7,5,10,4.2,79,0.4,261,2,2,1,2.4,3.0,3463,0,0,0
3.5,0.89,4,3,8,5,6,4.2,77,0.8,179,2,2,2,4.2,3.6,5198,0,0,0
3.5,0.75,4,3,2,5,4,4.2,76,0.8,176,4,4,2,4.2,2.6,4893,0,0,0
1.8,0.67,2,2,30,4,10,1.8,90,0.5,141,2,2,2,4.2,1.8,1130,0,1,0
3.5,0.83,4,2,10,3,6,4.2,77,0.8,196,3,2,3,4.2,3.8,4141,0,0,0
3.5,0.72,2,2,7,4,1,4.2,77,0.8,173,3,3,2,4.2,3.8,4410,0,0,0
3.8,0.5,1,1,42,2,10,1.8,68,0.4,151,1,3,1,2.4,2.4,7325,0,1,0
3.5,0.93,1,2,6,5,3,1.8,90,0.8,240,2,5,2,4.2,1.4,1489,0,1,0
1.8,0.68,2,2,60,3,10,4.2,76,0.5,245,1,4,1,4.2,3.2,2178,0,0,0
3.8,0.49,1,2,6,3,10,4.2,70,0.4,158,1,2,2,2.4,2.6,1429,0,0,0
1.8,0.69,2,1,20,3,6,4.2,80,0.5,207,2,2,1,4.2,2.0,3419,0,0,1
3.5,0.76,4,2,10,4,4,4.2,75,0.8,234,3,3,3,4.2,2.6,4375,0,0,0
3.5,0.81,4,2,5,3,6,4.2,76,0.8,257,3,5,3,4.2,3.4,4130,0,0,0
3.5,0.89,4,4,8,4,8,4.2,78,0.8,237,2,3,2,4.2,3.4,5668,0,0,0
3.8,0.53,2,2,12,2,9,1.8,71,0.4,156,1,3,1,2.4,2.0,1193,0,1,0
3.8,0.37,2,1,43,6,7,4.2,86,0.4,187,2,10,2,2.4,2.6,2245,0,0,1
3.8,0.49,1,2,54,2,10,4.2,76,0.4,286,2,7,1,2.4,2.4,2562,0,0,0
3.5,0.82,2,1,4,6,4,1.8,85,0.8,250,1,4,2,4.2,3.6,1018,0,1,0
3.5,0.89,2,1,7,5,9,1.8,90,0.8,239,1,5,1,4.2,2.4,1859,0,1,0
3.8,0.61,1,1,8,3,10,4.2,79,0.4,241,1,5,1,4.2,2.2,2182,0,0,1
3.5,0.73,3,3,8,5,2,4.2,80,0.8,263,4,2,3,4.2,3.0,4914,0,0,0
3.5,0.95,4,2,5,5,9,4.2,76,0.8,201,4,2,2,4.2,3.2,5593,0,0,0
1.8,0.66,1,2,3,3,8,4.2,90,0.5,188,1,4,1,4.2,2.8,3075,0,0,0
1.8,0.66,2,2,19,3,8,4.2,79,0.5,268,2,4,2,4.2,1.8,2893,0,0,0
1.8,0.62,1,2,5,4,9,4.2,75,0.4,258,1,2,2,4.2,2.2,3512,0,0,0
3.5,0.81,3,3,4,3,8,4.2,73,0.8,186,4,3,4,4.2,3.6,5501,0,0,0
3.5,0.92,2,4,1,5,2,4.2,75,0.8,226,2,3,2,4.2,3.0,5451,0,0,0
3.5,0.88,2,4,7,3,9,4.2,75,0.8,220,2,4,4,4.2,2.4,5894,0,0,0
3.5,0.99,1,2,10,5,8,1.8,89,0.8,254,2,5,2,4.6,2.2,1501,0,1,0
3.8,0.58,1,2,52,4,10,4.2,89,0.4,147,2,4,1,2.4,2.4,1129,0,0,0
3.8,0.37,1,1,6,3,7,4.2,60,0.4,167,2,3,2,2.4,2.0,1871,0,0,0
3.5,0.77,2,3,2,4,1,4.2,79,0.8,262,4,4,3,4.2,2.8,5311,0,0,0
3.8,0.43,4,5,31,2,9,4.2,66,0.4,106,1,2,1,2.4,2.8,1996,1,0,0
3.5,0.78,2,2,10,7,6,1.8,86,0.8,278,1,4,1,4.2,2.4,1508,0,1,0
1.8,0.67,1,1,38,4,7,4.2,85,0.5,181,2,3,2,4.2,2.6,3258,0,0,0
3.8,0.53,1,1,45,2,10,1.8,69,0.4,142,1,3,2,2.4,2.0,1618,0,1,0
3.5,0.98,2,2,7,3,2,4.2,71,0.8,152,4,3,2,4.6,2.2,4244,0,0,0
3.8,0.5,1,1,12,3,6,4.2,78,0.4,231,2,3,2,2.4,2.4,2948,0,0,0
3.8,0.56,1,2,31,3,7,4.2,61,0.4,144,2,3,1,2.4,2.2,1129,0,0,0
3.8,0.58,1,2,49,3,6,4.2,79,0.4,265,1,3,2,2.4,2.2,2791,0,0,0
1.8,0.7,2,1,18,5,6,4.2,80,0.5,206,2,4,2,4.2,3.0,3104,0,0,0
3.5,0.73,4,2,1,3,5,4.2,75,0.8,148,4,3,3,4.2,3.0,5700,0,0,0
3.8,0.45,1,1,63,2,6,1.8,72,0.4,156,2,3,2,2.4,2.2,7343,0,1,0
3.5,0.72,3,2,10,4,6,4.2,78,0.8,259,3,3,3,4.2,3.0,4921,0,0,0
3.5,0.94,2,3,4,4,5,4.2,80,0.8,253,2,3,4,4.2,3.2,5236,0,0,0
3.5,0.81,3,3,9,2,1,4.2,80,0.8,223,4,3,2,4.2,3.8,5653,0,0,1
3.5,0.92,2,2,6,5,5,1.8,86,0.8,239,2,5,2,4.2,2.6,1815,0,1,0
3.5,0.73,4,3,5,3,8,4.2,78,0.8,172,4,6,3,4.2,3.2,5366,0,0,0
3.5,0.8,3,3,9,3,1,4.2,78,0.8,240,3,8,3,4.2,3.8,4908,0,0,0
3.5,0.95,4,2,6,4,4,4.2,79,0.8,141,2,3,2,4.2,3.0,5273,0,0,0
3.5,0.96,2,3,10,4,2,4.2,71,0.8,125,3,3,2,4.2,3.0,5883,0,0,0
3.8,0.55,1,2,14,2,8,1.8,60,0.4,134,1,3,1,2.4,3.2,1011,0,1,0
1.8,0.63,2,2,20,4,8,4.2,77,0.4,207,1,3,2,4.2,1.4,2637,0,0,0
3.8,0.55,2,2,53,5,9,4.2,77,0.4,215,2,2,1,2.4,2.2,3287,0,0,0
3.5,0.86,3,2,8,3,4,4.2,76,0.8,221,3,3,2,4.2,2.8,4523,0,0,1
3.8,0.48,1,2,34,3,6,4.2,76,0.4,246,1,3,1,2.4,3.6,2006,0,0,0
3.8,0.54,2,2,29,5,10,1.8,87,0.4,216,1,3,1,2.4,1.6,1868,0,1,0
1.8,0.68,1,2,46,2,7,4.2,90,0.5,192,1,3,1,4.2,2.2,3206,0,0,0
3.8,0.54,2,1,11,2,10,1.8,64,0.4,158,2,3,1,2.4,3.2,1158,0,1,0
3.8,0.51,2,2,15,4,6,4.2,76,0.4,278,1,3,1,2.4,2.6,3474,0,0,0
3.8,0.46,1,1,2,2,9,1.8,66,0.4,151,1,3,2,2.4,1.4,1959,0,1,0
3.8,0.56,1,2,43,3,9,4.2,64,0.4,164,1,3,1,2.4,3.4,1696,0,0,0
3.5,0.95,3,2,6,4,2,4.2,74,0.8,140,2,2,3,4.2,2.8,4703,0,0,0
3.5,0.76,3,2,2,4,7,4.2,79,0.8,142,3,2,3,4.2,3.8,5150,0,0,1
3.5,0.91,4,4,10,4,9,4.2,78,0.8,234,4,3,2,4.2,3.4,4204,0,0,1
3.8,0.6,1,2,61,3,8,4.2,77,0.4,270,2,3,1,4.2,2.8,3582,0,0,1
1.8,0.63,2,2,48,5,7,4.2,75,0.4,267,2,3,1,4.2,2.6,3393,0,0,0
3.8,0.38,2,1,9,2,8,4.2,73,0.4,139,2,4,1,2.4,1.6,1735,0,0,0
3.8,0.56,1,2,59,2,10,4.2,76,0.4,227,2,5,2,2.4,2.8,2236,0,0,1
3.5,0.92,2,1,8,5,4,1.8,88,0.8,242,1,5,1,4.2,2.8,1815,0,1,0
3.8,0.57,1,2,2,3,9,4.2,85,0.4,192,2,3,1,2.4,1.8,3995,0,0,0
3.5,0.74,3,3,4,3,8,4.2,79,0.8,187,3,2,3,4.2,3.6,5139,0,0,0
3.8,0.58,1,2,58,4,10,4.2,89,0.4,152,2,3,2,2.4,3.2,1453,0,0,0
3.5,0.84,2,4,10,5,3,4.2,78,0.8,222,2,3,2,4.2,3.6,4597,0,0,1
3.5,0.85,2,3,1,4,5,4.2,78,0.8,272,4,4,3,4.2,2.8,5597,0,0,0
3.5,0.84,1,1,7,5,2,1.8,89,0.8,254,2,5,2,4.2,1.8,1545,0,1,0
3.5,0.97,3,2,4,5,6,4.2,73,0.8,197,2,5,3,4.6,3.4,4196,0,0,1
3.5,0.9,1,1,3,3,7,1.8,90,0.8,307,1,5,1,4.2,2.8,1578,0,1,0
3.5,0.92,4,2,9,6,7,4.2,79,0.8,137,3,8,2,4.2,2.8,4374,0,0,1
3.8,0.6,1,1,35,3,10,4.2,79,0.4,210,1,2,1,4.2,2.8,2741,0,0,0
3.5,0.8,4,2,8,4,5,4.2,74,0.8,199,4,2,3,4.2,3.4,4463,0,0,0
3.8,0.51,2,1,60,3,7,4.2,76,0.4,274,2,2,1,2.4,2.8,2799,0,0,1
3.8,0.58,1,1,58,3,10,4.2,90,0.4,184,2,5,1,2.4,2.4,2544,0,0,1
3.5,0.95,2,4,3,3,2,4.2,72,0.8,192,3,4,2,4.2,2.2,4030,0,0,1
1.8,0.63,2,2,4,4,6,4.2,89,0.4,140,2,3,1,4.2,1.8,1467,0,0,0
3.8,0.61,1,2,3,3,6,4.2,80,0.4,254,1,3,1,4.2,2.4,2837,0,0,0
3.5,0.97,1,1,10,5,4,1.8,89,0.8,251,1,5,2,4.6,2.6,1683,0,1,0
3.5,0.77,4,2,5,3,3,4.2,74,0.8,171,4,3,3,4.2,3.0,5872,0,0,0
1.8,0.66,2,1,26,6,9,4.2,75,0.5,224,1,3,1,4.2,2.4,3247,0,0,0
1.8,0.67,1,1,61,5,7,4.2,78,0.5,235,1,2,2,4.2,3.0,3451,0,0,0
3.5,0.87,1,2,10,4,5,1.8,88,0.8,239,1,5,1,4.2,2.0,1429,0,1,0
3.8,0.49,2,2,38,5,8,4.2,79,0.4,256,1,3,2,2.4,2.6,3770,0,0,0
3.5,0.93,4,2,7,3,2,4.2,78,0.8,178,4,3,2,4.2,3.8,4135,0,0,0
3.8,0.55,1,1,54,2,6,1.8,75,0.4,130,1,3,1,2.4,2.4,1977,0,1,0
3.5,0.92,2,3,9,4,7,4.2,78,0.8,175,3,3,2,4.2,2.8,4840,0,0,0
3.8,0.52,1,2,37,3,8,4.2,86,0.4,181,1,3,2,2.4,3.0,2659,0,0,0
3.8,0.53,2,1,34,4,7,4.2,78,0.4,247,1,3,2,2.4,2.4,3621,0,0,0
3.8,0.48,1,2,19,2,8,1.8,75,0.4,160,1,3,2,2.4,1.8,1855,0,1,0
3.5,0.82,2,2,9,6,8,4.2,76,0.8,280,2,3,2,4.2,3.6,4074,0,0,0
3.8,0.48,1,2,26,2,6,1.8,64,0.4,137,2,3,1,2.4,3.2,1083,0,1,0
3.5,0.86,3,3,4,4,9,4.2,80,0.8,271,3,3,3,4.2,2.4,4186,0,0,1
3.5,0.99,2,1,7,5,2,1.8,90,0.8,254,2,5,1,4.6,3.4,1967,0,1,0
3.8,0.55,2,2,62,3,6,4.2,65,0.4,160,2,3,1,2.4,1.6,1217,0,0,0
3.5,0.87,2,1,9,6,9,1.8,86,0.8,286,2,4,2,4.2,2.0,1096,0,1,0
3.5,0.86,1,1,3,5,1,1.8,85,0.8,275,1,5,2,4.2,2.0,1145,0,1,0
3.5,0.79,3,3,6,5,9,4.2,80,0.8,271,4,4,3,4.2,3.6,4547,0,0,0
3.5,0.84,3,4,8,3,8,4.2,71,0.8,177,4,3,2,4.2,3.2,5006,0,0,0
3.5,0.9,3,3,8,5,7,4.2,75,0.8,142,3,3,2,4.2,2.6,5468,0,0,0
3.5,0.76,3,3,4,3,3,4.2,72,0.8,160,3,3,2,4.2,3.4,4683,0,0,0
1.8,0.62,2,1,25,4,7,4.2,86,0.4,186,1,3,2,4.2,2.0,3851,0,0,0
3.5,0.78,1,1,6,2,8,1.8,87,0.8,198,1,2,2,4.2,2.2,1730,0,1,0
3.5,0.8,2,2,7,4,5,4.2,78,0.8,158,3,4,4,4.2,3.2,4460,0,0,0
3.8,0.58,1,2,43,4,7,4.2,88,0.4,134,2,2,2,2.4,2.4,1714,0,0,0
3.5,0.85,3,4,6,2,4,4.2,79,0.8,203,4,3,3,4.2,3.0,4234,0,0,0
3.8,0.42,1,1,51,2,7,4.2,80,0.4,266,2,3,1,2.4,2.6,2953,0,0,0
3.5,0.76,3,3,5,5,9,4.2,70,0.8,132,4,3,3,4.2,3.0,4195,0,0,1
3.5,0.93,4,3,2,4,5,4.2,74,0.8,184,4,2,2,4.2,3.6,4429,0,0,1
3.8,0.57,2,2,27,2,9,1.8,70,0.4,139,2,3,2,2.4,2.2,1233,0,1,0
3.5,0.85,2,2,5,3,7,4.2,79,0.8,153,2,4,3,4.2,2.6,5604,0,0,0
3.8,0.49,2,2,16,3,6,4.2,78,0.4,267,1,3,1,2.4,2.0,2239,0,0,0
3.5,0.89,2,2,6,7,8,1.8,88,0.8,310,1,4,2,4.2,2.4,1003,0,1,0
3.5,0.93,2,3,9,3,4,4.2,79,0.8,250,2,3,2,4.2,3.4,4993,0,0,0
3.5,0.85,4,2,3,3,3,4.2,80,0.8,279,2,4,2,4.2,1.8,4620,0,0,0
3.5,0.8,2,2,4,4,1,4.2,78,0.8,236,3,3,3,4.2,2.8,4248,0,0,0
3.8,0.49,2,2,33,2,7,1.8,71,0.4,129,1,3,2,2.4,2.6,8352,0,1,0
3.5,0.91,1,1,2,6,5,1.8,90,0.8,246,1,4,1,4.2,2.4,1581,0,1,0
3.8,0.61,1,1,52,3,9,4.2,76,0.4,267,2,2,1,4.2,2.2,2949,0,0,0
3.5,0.91,4,3,10,4,7,4.2,80,0.8,202,4,2,3,4.2,4.0,5428,0,0,0
3.8,0.41,1,1,47,3,7,4.2,89,0.4,188,2,4,1,2.4,2.0,2589,0,0,0
3.5,0.89,4,2,6,5,9,4.2,77,0.8,143,3,3,3,4.2,3.0,4761,0,0,1
3.5,0.87,1,2,5,6,8,1.8,88,0.8,291,2,4,1,4.2,1.4,1112,0,1,0
3.8,0.37,5,1,44,2,10,4.2,63,0.4,179,1,5,2,2.4,1.8,1362,1,0,0
3.5,0.88,3,2,2,4,4,4.2,77,0.8,173,3,3,2,4.2,3.6,4351,0,0,0
3.8,0.42,1,2,56,5,6,4.2,77,0.4,283,2,5,2,2.4,2.0,3811,0,0,0
1.8,0.64,1,1,26,3,9,4.2,80,0.4,249,1,2,1,4.2,2.8,2029,0,0,1
1.8,0.7,2,2,64,4,8,4.2,77,0.5,235,2,2,2,4.2,1.8,2107,0,0,1
3.5,0.91,4,2,7,2,4,4.2,71,0.8,149,3,5,2,4.2,3.0,5541,0,0,0
0.0,1.0,1,2,6,5,3,1.8,87,0.8,246,1,5,2,4.6,3.0,1300,0,1,0
3.5,0.97,1,2,10,6,7,1.8,87,0.8,289,2,5,1,4.6,3.4,1607,0,1,0
3.5,0.94,3,2,1,6,3,4.2,77,0.8,191,3,5,2,4.2,3.2,4314,0,0,0
3.8,0.54,1,1,27,4,10,4.2,86,0.4,102,1,3,1,2.4,2.8,1657,0,0,0
1.8,0.62,1,1,55,4,9,4.2,80,0.4,247,1,3,2,4.2,2.0,2361,0,0,1
1.8,0.67,1,1,11,2,7,4.2,86,0.5,190,1,8,2,4.2,3.0,2976,0,0,0
3.5,0.95,2,1,9,7,3,1.8,86,0.8,289,2,4,2,4.2,2.4,1904,0,1,0
3.5,0.82,2,1,1,6,5,1.8,86,0.8,257,1,4,1,4.2,2.6,1513,0,1,0
3.8,0.55,2,1,6,2,8,4.2,61,0.4,156,1,2,1,2.4,1.8,1454,0,0,0
3.5,0.95,4,4,9,3,2,4.2,80,0.8,158,3,2,2,4.2,2.6,4881,0,0,0
3.5,0.83,2,3,3,5,1,4.2,76,0.8,279,3,4,3,4.2,3.2,4607,0,0,0
3.8,0.57,1,2,64,4,10,4.2,89,0.4,160,1,3,1,2.4,2.2,1714,0,0,1
3.5,0.85,2,2,10,3,1,4.2,75,0.8,214,3,2,2,4.2,2.4,4310,0,0,0
3.5,0.95,4,4,5,4,4,4.2,79,0.8,280,4,3,4,4.2,3.2,5624,0,0,0
3.5,0.83,2,1,7,6,4,1.8,88,0.8,253,1,4,1,4.2,3.0,1485,0,1,0
3.8,0.49,1,1,24,2,10,4.2,85,0.4,180,1,3,2,2.4,1.6,1667,0,0,0
3.8,0.45,2,1,37,2,6,1.8,75,0.4,126,1,3,2,2.4,2.6,7655,0,1,0
3.8,0.56,2,1,6,3,9,4.2,80,0.4,237,1,4,1,2.4,3.0,2349,0,0,0
3.5,0.85,2,2,2,4,8,4.2,75,0.8,246,3,2,2,4.2,2.4,4497,0,0,0
3.8,0.48,1,2,1,2,7,1.8,74,0.4,146,1,3,2,2.4,2.6,1383,0,1,0
3.8,0.42,4,2,28,2,9,4.2,79,0.4,275,5,6,1,2.4,1.8,2008,1,0,1
1.8,0.68,1,1,17,5,9,4.2,78,0.5,225,1,7,1,4.2,2.8,3516,0,0,0
3.5,0.89,3,3,6,3,2,4.2,80,0.8,188,3,5,2,4.2,3.0,5713,0,0,0
3.8,0.6,2,1,46,5,8,4.2,88,0.4,165,2,2,2,4.2,2.0,1482,0,0,1
3.8,0.57,1,1,28,3,8,4.2,63,0.4,164,1,10,1,2.4,2.2,1940,0,0,0
3.5,0.98,2,1,2,4,2,1.8,90,0.8,259,2,5,1,4.6,3.2,1574,0,1,0
3.8,0.56,2,2,23,2,9,1.8,74,0.4,134,1,3,2,2.4,3.2,1501,0,1,0
3.8,0.48,1,2,20,2,8,1.8,72,0.4,145,2,3,1,2.4,3.4,1616,0,1,0
3.8,0.49,2,2,41,2,10,1.8,64,0.4,135,2,3,1,2.4,3.2,6445,0,1,0
3.8,0.6,1,2,45,4,9,4.2,79,0.4,222,1,3,1,4.2,2.4,3158,0,0,0
3.5,0.88,3,3,2,4,1,4.2,75,0.8,268,3,4,2,4.2,2.8,4543,0,0,0
1.8,0.7,1,1,36,4,7,4.2,85,0.5,185,1,4,1,4.2,2.2,2583,0,0,0
3.5,0.98,2,2,5,3,7,4.2,78,0.8,227,4,2,2,4.6,2.8,4269,0,0,1
3.5,0.93,3,2,10,5,3,4.2,80,0.8,189,3,2,2,4.2,3.2,5248,0,0,0
3.8,0.58,1,1,62,2,7,4.2,77,0.4,247,1,2,1,2.4,2.2,3127,0,0,1
3.5,0.89,2,2,4,5,5,4.2,70,0.8,132,3,4,3,4.2,2.8,5461,0,0,0
