EMP_Sat_OnPrem_mean,Emp_Identity,Emp_Position,number_project,EMP_Engagement_mean,Sensor_Heartbeat(Average/Min),average_montly_hours,Emp_Role,time_spend_company,Emp_Title,EMP_Sat_Remote_mean,Emp_Competitive_mean,Sensor_StepCount,left_Company,salary,Work_accident
1.8,1,1,4,4.2,90,163,2,3,1,4.2,2.2,1891,0,low,0
3.5,2,2,3,4.2,78,159,3,4,4,4.2,3.0,4214,0,medium,0
3.8,2,2,5,4.2,90,122,2,4,2,2.4,2.0,1357,0,low,0
3.5,3,2,5,4.2,79,216,2,10,2,4.2,3.0,4409,0,medium,1
1.8,2,1,3,4.2,71,139,1,3,1,4.2,2.2,1546,0,high,0
3.5,4,3,3,4.2,79,247,2,3,2,4.6,2.8,5844,0,low,0
3.5,4,3,3,4.2,70,172,2,3,2,4.2,3.2,4982,0,medium,0
3.8,2,1,2,4.2,65,140,2,3,2,2.4,2.8,1806,0,low,0
3.8,1,1,3,4.2,69,139,2,10,1,2.4,2.8,1943,0,low,1
3.8,2,1,2,4.2,75,169,1,5,2,2.4,3.2,1374,0,low,0
3.5,3,4,3,4.2,75,214,2,3,3,4.2,3.2,5362,0,medium,0
3.5,2,3,4,4.2,76,266,2,3,3,4.2,3.8,5221,0,low,0
1.8,2,2,3,1.8,87,273,2,6,1,4.2,3.0,1771,1,low,0
3.8,1,1,5,4.2,79,261,2,2,1,2.4,3.0,3463,0,medium,0
3.5,4,3,5,4.2,77,179,2,2,2,4.2,3.6,5198,0,low,0
3.5,4,3,5,4.2,76,176,4,4,2,4.2,2.6,4893,0,low,0
1.8,2,2,4,1.8,90,141,2,2,2,4.2,1.8,1130,1,low,0
3.5,4,2,3,4.2,77,196,3,2,3,4.2,3.8,4141,0,low,0
3.5,2,2,4,4.2,77,173,3,3,2,4.2,3.8,4410,0,low,0
3.8,1,1,2,1.8,68,151,1,3,1,2.4,2.4,7325,1,medium,0
3.5,1,2,5,1.8,90,240,2,5,2,4.2,1.4,1489,1,low,0
1.8,2,2,3,4.2,76,245,1,4,1,4.2,3.2,2178,0,medium,0
3.8,1,2,3,4.2,70,158,1,2,2,2.4,2.6,1429,0,low,0
1.8,2,1,3,4.2,80,207,2,2,1,4.2,2.0,3419,0,low,1
3.5,4,2,4,4.2,75,234,3,3,3,4.2,2.6,4375,0,high,0
3.5,4,2,3,4.2,76,257,3,5,3,4.2,3.4,4130,0,low,0
3.5,4,4,4,4.2,78,237,2,3,2,4.2,3.4,5668,0,medium,0
3.8,2,2,2,1.8,71,156,1,3,1,2.4,2.0,1193,1,low,0
3.8,2,1,6,4.2,86,187,2,10,2,2.4,2.6,2245,0,high,1
3.8,1,2,2,4.2,76,286,2,7,1,2.4,2.4,2562,0,low,0
3.5,2,1,6,1.8,85,250,1,4,2,4.2,3.6,1018,1,low,0
3.5,2,1,5,1.8,90,239,1,5,1,4.2,2.4,1859,1,low,0
3.8,1,1,3,4.2,79,241,1,5,1,4.2,2.2,2182,0,low,1
3.5,3,3,5,4.2,80,263,4,2,3,4.2,3.0,4914,0,high,0
3.5,4,2,5,4.2,76,201,4,2,2,4.2,3.2,5593,0,low,0
1.8,1,2,3,4.2,90,188,1,4,1,4.2,2.8,3075,0,medium,0
1.8,2,2,3,4.2,79,268,2,4,2,4.2,1.8,2893,0,high,0
1.8,1,2,4,4.2,75,258,1,2,2,4.2,2.2,3512,0,high,0
3.5,3,3,3,4.2,73,186,4,3,4,4.2,3.6,5501,0,medium,0
3.5,2,4,5,4.2,75,226,2,3,2,4.2,3.0,5451,0,medium,0
3.5,2,4,3,4.2,75,220,2,4,4,4.2,2.4,5894,0,medium,0
3.5,1,2,5,1.8,89,254,2,5,2,4.6,2.2,1501,1,low,0
3.8,1,2,4,4.2,89,147,2,4,1,2.4,2.4,1129,0,medium,0
3.8,1,1,3,4.2,60,167,2,3,2,2.4,2.0,1871,0,medium,0
3.5,2,3,4,4.2,79,262,4,4,3,4.2,2.8,5311,0,low,0
3.8,4,5,2,4.2,66,106,1,2,1,2.4,2.8,1996,0,high,0
3.5,2,2,7,1.8,86,278,1,4,1,4.2,2.4,1508,1,low,0
1.8,1,1,4,4.2,85,181,2,3,2,4.2,2.6,3258,0,medium,0
3.8,1,1,2,1.8,69,142,1,3,2,2.4,2.0,1618,1,low,0
3.5,2,2,3,4.2,71,152,4,3,2,4.6,2.2,4244,0,medium,0
3.8,1,1,3,4.2,78,231,2,3,2,2.4,2.4,2948,0,low,0
3.8,1,2,3,4.2,61,144,2,3,1,2.4,2.2,1129,0,medium,0
3.8,1,2,3,4.2,79,265,1,3,2,2.4,2.2,2791,0,low,0
1.8,2,1,5,4.2,80,206,2,4,2,4.2,3.0,3104,0,low,0
3.5,4,2,3,4.2,75,148,4,3,3,4.2,3.0,5700,0,low,0
3.8,1,1,2,1.8,72,156,2,3,2,2.4,2.2,7343,1,medium,0
3.5,3,2,4,4.2,78,259,3,3,3,4.2,3.0,4921,0,medium,0
3.5,2,3,4,4.2,80,253,2,3,4,4.2,3.2,5236,0,medium,0
3.5,3,3,2,4.2,80,223,4,3,2,4.2,3.8,5653,0,low,1
3.5,2,2,5,1.8,86,239,2,5,2,4.2,2.6,1815,1,low,0
3.5,4,3,3,4.2,78,172,4,6,3,4.2,3.2,5366,0,medium,0
3.5,3,3,3,4.2,78,240,3,8,3,4.2,3.8,4908,0,low,0
3.5,4,2,4,4.2,79,141,2,3,2,4.2,3.0,5273,0,low,0
3.5,2,3,4,4.2,71,125,3,3,2,4.2,3.0,5883,0,low,0
3.8,1,2,2,1.8,60,134,1,3,1,2.4,3.2,1011,1,low,0
1.8,2,2,4,4.2,77,207,1,3,2,4.2,1.4,2637,0,low,0
3.8,2,2,5,4.2,77,215,2,2,1,2.4,2.2,3287,0,low,0
3.5,3,2,3,4.2,76,221,3,3,2,4.2,2.8,4523,0,medium,1
3.8,1,2,3,4.2,76,246,1,3,1,2.4,3.6,2006,0,medium,0
3.8,2,2,5,1.8,87,216,1,3,1,2.4,1.6,1868,1,low,0
1.8,1,2,2,4.2,90,192,1,3,1,4.2,2.2,3206,0,high,0
3.8,2,1,2,1.8,64,158,2,3,1,2.4,3.2,1158,1,low,0
3.8,2,2,4,4.2,76,278,1,3,1,2.4,2.6,3474,0,medium,0
3.8,1,1,2,1.8,66,151,1,3,2,2.4,1.4,1959,1,low,0
3.8,1,2,3,4.2,64,164,1,3,1,2.4,3.4,1696,0,medium,0
3.5,3,2,4,4.2,74,140,2,2,3,4.2,2.8,4703,0,low,0
3.5,3,2,4,4.2,79,142,3,2,3,4.2,3.8,5150,0,low,1
3.5,4,4,4,4.2,78,234,4,3,2,4.2,3.4,4204,0,medium,1
3.8,1,2,3,4.2,77,270,2,3,1,4.2,2.8,3582,0,medium,1
1.8,2,2,5,4.2,75,267,2,3,1,4.2,2.6,3393,0,low,0
3.8,2,1,2,4.2,73,139,2,4,1,2.4,1.6,1735,0,medium,0
3.8,1,2,2,4.2,76,227,2,5,2,2.4,2.8,2236,0,high,1
3.5,2,1,5,1.8,88,242,1,5,1,4.2,2.8,1815,1,low,0
3.8,1,2,3,4.2,85,192,2,3,1,2.4,1.8,3995,0,medium,0
3.5,3,3,3,4.2,79,187,3,2,3,4.2,3.6,5139,0,medium,0
3.8,1,2,4,4.2,89,152,2,3,2,2.4,3.2,1453,0,low,0
3.5,2,4,5,4.2,78,222,2,3,2,4.2,3.6,4597,0,medium,1
3.5,2,3,4,4.2,78,272,4,4,3,4.2,2.8,5597,0,high,0
3.5,1,1,5,1.8,89,254,2,5,2,4.2,1.8,1545,1,medium,0
3.5,3,2,5,4.2,73,197,2,5,3,4.6,3.4,4196,0,low,1
3.5,1,1,3,1.8,90,307,1,5,1,4.2,2.8,1578,1,low,0
3.5,4,2,6,4.2,79,137,3,8,2,4.2,2.8,4374,0,low,1
3.8,1,1,3,4.2,79,210,1,2,1,4.2,2.8,2741,0,low,0
3.5,4,2,4,4.2,74,199,4,2,3,4.2,3.4,4463,0,low,0
3.8,2,1,3,4.2,76,274,2,2,1,2.4,2.8,2799,0,medium,1
3.8,1,1,3,4.2,90,184,2,5,1,2.4,2.4,2544,0,medium,1
3.5,2,4,3,4.2,72,192,3,4,2,4.2,2.2,4030,0,medium,1
1.8,2,2,4,4.2,89,140,2,3,1,4.2,1.8,1467,0,medium,0
3.8,1,2,3,4.2,80,254,1,3,1,4.2,2.4,2837,0,medium,0
3.5,1,1,5,1.8,89,251,1,5,2,4.6,2.6,1683,1,medium,0
3.5,4,2,3,4.2,74,171,4,3,3,4.2,3.0,5872,0,low,0
1.8,2,1,6,4.2,75,224,1,3,1,4.2,2.4,3247,0,medium,0
1.8,1,1,5,4.2,78,235,1,2,2,4.2,3.0,3451,0,low,0
3.5,1,2,4,1.8,88,239,1,5,1,4.2,2.0,1429,1,low,0
3.8,2,2,5,4.2,79,256,1,3,2,2.4,2.6,3770,0,medium,0
3.5,4,2,3,4.2,78,178,4,3,2,4.2,3.8,4135,0,low,0
3.8,1,1,2,1.8,75,130,1,3,1,2.4,2.4,1977,1,high,0
3.5,2,3,4,4.2,78,175,3,3,2,4.2,2.8,4840,0,low,0
3.8,1,2,3,4.2,86,181,1,3,2,2.4,3.0,2659,0,low,0
3.8,2,1,4,4.2,78,247,1,3,2,2.4,2.4,3621,0,low,0
3.8,1,2,2,1.8,75,160,1,3,2,2.4,1.8,1855,1,low,0
3.5,2,2,6,4.2,76,280,2,3,2,4.2,3.6,4074,0,low,0
3.8,1,2,2,1.8,64,137,2,3,1,2.4,3.2,1083,1,low,0
3.5,3,3,4,4.2,80,271,3,3,3,4.2,2.4,4186,0,medium,1
3.5,2,1,5,1.8,90,254,2,5,1,4.6,3.4,1967,1,low,0
3.8,2,2,3,4.2,65,160,2,3,1,2.4,1.6,1217,0,low,0
3.5,2,1,6,1.8,86,286,2,4,2,4.2,2.0,1096,1,medium,0
3.5,1,1,5,1.8,85,275,1,5,2,4.2,2.0,1145,1,low,0
3.5,3,3,5,4.2,80,271,4,4,3,4.2,3.6,4547,0,high,0
3.5,3,4,3,4.2,71,177,4,3,2,4.2,3.2,5006,0,medium,0
3.5,3,3,5,4.2,75,142,3,3,2,4.2,2.6,5468,0,low,0
3.5,3,3,3,4.2,72,160,3,3,2,4.2,3.4,4683,0,low,0
1.8,2,1,4,4.2,86,186,1,3,2,4.2,2.0,3851,0,low,0
3.5,1,1,2,1.8,87,198,1,2,2,4.2,2.2,1730,1,medium,0
3.5,2,2,4,4.2,78,158,3,4,4,4.2,3.2,4460,0,medium,0
3.8,1,2,4,4.2,88,134,2,2,2,2.4,2.4,1714,0,low,0
3.5,3,4,2,4.2,79,203,4,3,3,4.2,3.0,4234,0,medium,0
3.8,1,1,2,4.2,80,266,2,3,1,2.4,2.6,2953,0,low,0
3.5,3,3,5,4.2,70,132,4,3,3,4.2,3.0,4195,0,low,1
3.5,4,3,4,4.2,74,184,4,2,2,4.2,3.6,4429,0,medium,1
3.8,2,2,2,1.8,70,139,2,3,2,2.4,2.2,1233,1,low,0
3.5,2,2,3,4.2,79,153,2,4,3,4.2,2.6,5604,0,low,0
3.8,2,2,3,4.2,78,267,1,3,1,2.4,2.0,2239,0,medium,0
3.5,2,2,7,1.8,88,310,1,4,2,4.2,2.4,1003,1,low,0
3.5,2,3,3,4.2,79,250,2,3,2,4.2,3.4,4993,0,low,0
3.5,4,2,3,4.2,80,279,2,4,2,4.2,1.8,4620,0,low,0
3.5,2,2,4,4.2,78,236,3,3,3,4.2,2.8,4248,0,low,0
3.8,2,2,2,1.8,71,129,1,3,2,2.4,2.6,8352,1,medium,0
3.5,1,1,6,1.8,90,246,1,4,1,4.2,2.4,1581,1,medium,0
3.8,1,1,3,4.2,76,267,2,2,1,4.2,2.2,2949,0,low,0
3.5,4,3,4,4.2,80,202,4,2,3,4.2,4.0,5428,0,medium,0
3.8,1,1,3,4.2,89,188,2,4,1,2.4,2.0,2589,0,high,0
3.5,4,2,5,4.2,77,143,3,3,3,4.2,3.0,4761,0,low,1
3.5,1,2,6,1.8,88,291,2,4,1,4.2,1.4,1112,1,low,0
3.8,5,1,2,4.2,63,179,1,5,2,2.4,1.8,1362,0,low,0
3.5,3,2,4,4.2,77,173,3,3,2,4.2,3.6,4351,0,medium,0
3.8,1,2,5,4.2,77,283,2,5,2,2.4,2.0,3811,0,low,0
1.8,1,1,3,4.2,80,249,1,2,1,4.2,2.8,2029,0,low,1
1.8,2,2,4,4.2,77,235,2,2,2,4.2,1.8,2107,0,high,1
3.5,4,2,2,4.2,71,149,3,5,2,4.2,3.0,5541,0,medium,0
0.0,1,2,5,1.8,87,246,1,5,2,4.6,3.0,1300,1,low,0
3.5,1,2,6,1.8,87,289,2,5,1,4.6,3.4,1607,1,medium,0
3.5,3,2,6,4.2,77,191,3,5,2,4.2,3.2,4314,0,low,0
3.8,1,1,4,4.2,86,102,1,3,1,2.4,2.8,1657,0,low,0
1.8,1,1,4,4.2,80,247,1,3,2,4.2,2.0,2361,0,low,1
1.8,1,1,2,4.2,86,190,1,8,2,4.2,3.0,2976,0,medium,0
3.5,2,1,7,1.8,86,289,2,4,2,4.2,2.4,1904,1,low,0
3.5,2,1,6,1.8,86,257,1,4,1,4.2,2.6,1513,1,medium,0
3.8,2,1,2,4.2,61,156,1,2,1,2.4,1.8,1454,0,medium,0
3.5,4,4,3,4.2,80,158,3,2,2,4.2,2.6,4881,0,medium,0
3.5,2,3,5,4.2,76,279,3,4,3,4.2,3.2,4607,0,medium,0
3.8,1,2,4,4.2,89,160,1,3,1,2.4,2.2,1714,0,low,1
3.5,2,2,3,4.2,75,214,3,2,2,4.2,2.4,4310,0,high,0
3.5,4,4,4,4.2,79,280,4,3,4,4.2,3.2,5624,0,medium,0
3.5,2,1,6,1.8,88,253,1,4,1,4.2,3.0,1485,1,low,0
3.8,1,1,2,4.2,85,180,1,3,2,2.4,1.6,1667,0,low,0
3.8,2,1,2,1.8,75,126,1,3,2,2.4,2.6,7655,1,medium,0
3.8,2,1,3,4.2,80,237,1,4,1,2.4,3.0,2349,0,medium,0
3.5,2,2,4,4.2,75,246,3,2,2,4.2,2.4,4497,0,low,0
3.8,1,2,2,1.8,74,146,1,3,2,2.4,2.6,1383,1,high,0
3.8,4,2,2,4.2,79,275,5,6,1,2.4,1.8,2008,0,medium,1
1.8,1,1,5,4.2,78,225,1,7,1,4.2,2.8,3516,0,medium,0
3.5,3,3,3,4.2,80,188,3,5,2,4.2,3.0,5713,0,low,0
3.8,2,1,5,4.2,88,165,2,2,2,4.2,2.0,1482,0,high,1
3.8,1,1,3,4.2,63,164,1,10,1,2.4,2.2,1940,0,high,0
3.5,2,1,4,1.8,90,259,2,5,1,4.6,3.2,1574,1,medium,0
3.8,2,2,2,1.8,74,134,1,3,2,2.4,3.2,1501,1,low,0
3.8,1,2,2,1.8,72,145,2,3,1,2.4,3.4,1616,1,low,0
3.8,2,2,2,1.8,64,135,2,3,1,2.4,3.2,6445,1,medium,0
3.8,1,2,4,4.2,79,222,1,3,1,4.2,2.4,3158,0,medium,0
3.5,3,3,4,4.2,75,268,3,4,2,4.2,2.8,4543,0,medium,0
1.8,1,1,4,4.2,85,185,1,4,1,4.2,2.2,2583,0,medium,0
3.5,2,2,3,4.2,78,227,4,2,2,4.6,2.8,4269,0,high,1
3.5,3,2,5,4.2,80,189,3,2,2,4.2,3.2,5248,0,medium,0
3.8,1,1,2,4.2,77,247,1,2,1,2.4,2.2,3127,0,medium,1
3.5,2,2,5,4.2,70,132,3,4,3,4.2,2.8,5461,0,medium,0
3.8,2,1,2,1.8,71,128,1,3,1,2.4,2.2,6198,1,medium,0
3.5,3,3,4,4.2,77,233,2,2,3,4.6,3.0,5320,0,high,0
3.5,4,3,3,4.2,79,165,4,2,4,4.2,1.6,4768,0,medium,1
3.8,1,2,4,4.2,78,229,2,2,2,2.4,3.2,2901,0,high,0
1.8,2,2,6,4.2,90,100,2,4,1,4.2,1.6,1440,0,medium,0
1.8,2,2,5,4.2,90,178,1,7,2,4.2,2.0,1179,0,medium,1
3.5,4,4,4,4.2,79,273,4,2,2,4.2,2.4,5676,0,medium,0
3.8,4,2,4,4.2,79,243,1,4,1,2.4,2.2,2782,0,medium,1
3.8,1,1,5,4.2,77,251,2,3,1,2.4,2.2,3263,0,medium,0
3.5,3,2,6,4.2,76,282,3,4,3,4.6,2.4,4901,0,low,0
3.5,2,2,2,1.8,86,164,1,5,1,4.2,2.2,1708,1,low,0
3.8,1,2,5,4.2,77,251,2,10,1,2.4,2.2,3858,0,high,0
1.8,1,2,3,4.2,78,251,1,3,1,4.2,2.6,2240,0,medium,0
3.5,3,2,5,4.2,78,139,4,3,4,4.2,2.6,5632,0,medium,0
3.8,2,1,2,4.2,62,132,1,3,2,2.4,2.8,1656,0,medium,0
1.8,1,2,4,4.2,87,154,2,3,1,4.2,2.6,1432,0,medium,0
3.8,1,2,2,1.8,65,137,2,3,2,2.4,2.6,1424,1,low,0
3.5,3,4,5,4.2,77,215,2,6,4,4.2,2.4,5195,0,medium,1
3.5,2,2,4,4.2,71,160,2,2,3,4.6,2.0,5940,0,low,0
1.8,2,1,3,4.2,67,134,2,3,1,4.2,2.2,1169,0,medium,0
1.8,1,2,4,4.2,86,192,1,3,2,4.2,2.6,2943,0,medium,0
3.5,3,2,5,4.2,80,245,2,3,3,4.2,3.4,4694,0,low,0
3.5,3,3,3,4.2,76,146,3,5,2,4.2,2.8,4538,0,high,1
3.5,2,4,4,4.2,74,194,4,2,4,4.2,3.2,5780,0,medium,1
3.5,2,2,3,4.2,73,151,3,2,3,4.2,2.8,4437,0,low,0
1.8,1,2,3,4.2,78,226,1,3,2,4.2,2.0,3914,0,medium,0
3.5,2,2,4,4.2,77,265,3,3,3,4.2,3.8,4741,0,low,0
3.8,2,2,2,1.8,69,149,2,3,1,2.4,2.8,7921,1,medium,0
3.5,3,4,4,4.2,77,245,3,3,3,4.2,3.4,4173,0,medium,0
3.8,2,2,7,1.8,85,278,2,3,1,2.4,1.8,1873,1,low,0
3.5,2,2,4,4.2,76,233,2,2,3,4.2,3.8,5546,0,low,0
3.8,2,1,4,4.2,75,259,1,3,2,2.4,2.2,3245,0,low,0
1.8,2,2,4,4.2,86,140,1,3,2,4.2,2.2,1820,0,medium,0
1.8,2,1,3,4.2,78,234,2,2,1,4.2,2.8,3543,0,medium,0
3.5,2,3,4,4.2,76,273,2,2,2,4.2,3.0,5608,0,low,0
3.8,2,1,3,4.2,77,218,2,3,1,2.4,2.2,2255,0,low,0
1.8,1,1,5,4.2,85,144,2,3,1,4.2,2.2,1178,0,low,0
3.5,4,3,4,4.2,80,287,4,6,3,4.2,2.8,5282,0,medium,0
1.8,1,1,5,4.2,89,187,2,3,1,4.2,2.2,2936,0,medium,0
3.8,2,1,3,4.2,80,224,2,3,2,2.4,1.8,3204,0,low,0
3.8,1,2,6,4.2,90,151,2,2,1,2.4,1.8,1490,0,low,0
1.8,2,2,5,4.2,90,153,1,2,1,4.2,2.2,1414,0,low,0
3.8,1,2,3,4.2,76,208,1,3,2,2.4,2.2,3771,0,medium,0
3.8,1,1,3,4.2,72,169,2,4,2,2.4,3.2,1245,0,medium,1
3.5,5,2,3,4.2,76,222,5,3,3,4.6,3.6,5819,0,low,1
3.5,1,2,6,1.8,86,281,1,4,2,4.2,2.2,1884,1,medium,0
3.5,2,2,5,4.2,78,156,3,2,2,4.2,3.8,5086,0,low,0
3.5,2,4,4,4.2,75,227,3,3,4,4.2,3.8,5782,0,medium,0
3.5,4,2,4,4.2,75,130,3,3,3,4.2,3.6,4317,0,medium,0
3.8,1,2,2,1.8,75,152,1,3,1,2.4,2.0,1350,1,low,0
3.5,2,2,4,4.2,75,238,2,2,2,4.2,3.4,4051,0,low,0
3.8,1,1,3,4.2,60,146,1,4,2,2.4,2.4,1431,0,low,1
3.5,1,1,5,1.8,89,253,1,4,2,4.2,2.2,1729,1,low,0
3.5,2,2,6,1.8,88,256,1,4,1,4.2,2.6,1676,1,low,0
3.8,2,1,4,4.2,78,239,1,3,2,2.4,2.4,3963,0,low,0
3.5,2,4,4,4.2,74,180,4,2,2,4.2,2.2,5666,0,medium,0
3.5,4,3,4,4.2,80,180,4,2,4,4.2,3.2,4332,0,medium,0
3.8,2,1,4,4.2,87,172,2,3,1,2.4,2.4,1858,0,medium,0
3.8,1,2,4,4.2,85,190,1,3,1,2.4,2.2,2586,0,low,1
3.5,2,1,4,1.8,86,263,2,5,2,4.2,2.6,1777,1,low,0
3.5,3,2,4,4.2,77,135,2,2,3,4.2,2.8,5112,0,low,0
3.8,1,1,3,4.2,69,155,1,3,1,2.4,2.2,1193,0,medium,1
3.5,2,4,3,4.2,71,187,2,3,4,4.2,3.8,4607,0,medium,1
3.8,2,2,2,1.8,74,135,1,3,2,2.4,2.6,6827,1,medium,0
3.5,1,2,6,1.8,88,282,1,4,2,4.2,2.6,1417,1,low,0
3.5,4,3,3,4.2,79,173,4,2,2,4.2,2.6,4115,0,low,0
3.8,1,2,4,4.2,89,139,1,3,1,2.4,2.4,1814,0,low,0
3.5,5,3,4,4.2,71,189,5,3,2,4.2,3.4,4133,0,medium,0
3.8,1,2,3,4.2,76,240,1,2,2,2.4,3.0,3494,0,low,1
3.8,1,2,2,1.8,61,136,2,3,1,2.4,1.8,7805,1,medium,0
3.8,1,1,3,4.2,73,154,2,3,1,2.4,3.2,1136,0,low,0
1.8,1,1,5,4.2,76,268,2,3,2,4.2,2.4,3716,0,medium,0
3.8,2,1,2,1.8,61,142,1,3,1,2.4,2.6,1801,1,low,0
3.5,2,3,3,4.2,73,184,3,3,3,4.2,2.0,4776,0,low,0
3.5,2,2,7,1.8,90,296,1,4,1,4.2,3.4,1304,1,medium,0
1.8,2,2,3,4.2,73,109,1,5,1,4.2,2.8,1581,0,low,1
3.5,4,3,4,4.2,77,260,4,2,3,4.2,2.8,4474,0,medium,0
3.5,2,3,4,4.2,73,184,4,3,3,4.2,2.0,5705,0,low,0
0.0,3,3,4,4.2,80,229,2,4,3,4.6,3.0,5385,0,low,0
3.5,3,3,3,4.2,77,232,4,2,2,4.2,3.0,4255,0,low,0
3.8,2,2,4,4.2,79,265,2,3,2,2.4,2.2,3578,0,low,0
3.8,1,1,2,1.8,66,160,2,3,1,2.4,2.2,1524,1,low,0
1.8,1,1,4,4.2,89,183,2,3,2,4.2,2.4,3716,0,low,0
3.8,1,2,4,4.2,76,265,1,2,1,2.4,2.2,2326,0,medium,0
1.8,1,1,4,4.2,79,270,2,3,1,4.2,3.0,2720,0,low,0
1.8,2,2,3,4.2,79,225,1,3,2,4.2,2.8,3813,0,medium,0
3.8,1,2,3,4.2,61,151,1,4,2,2.4,2.6,1099,0,medium,0
3.8,1,1,2,1.8,63,147,2,3,2,2.4,2.0,7302,1,medium,0
3.8,1,2,6,4.2,75,209,2,5,2,2.4,2.8,2769,0,low,1
3.5,5,5,3,4.2,75,229,5,7,3,4.2,3.8,5584,0,high,0
3.8,2,2,4,4.2,76,236,1,4,2,2.4,2.2,2940,0,low,0
3.8,1,1,2,1.8,73,156,2,3,1,2.4,2.0,7631,1,medium,0
3.8,2,1,2,1.8,73,143,1,3,1,2.4,1.8,7571,1,medium,0
3.5,4,3,3,4.2,78,166,3,3,2,4.6,3.6,5275,0,medium,0
1.8,2,2,3,4.2,80,254,2,3,1,4.2,2.8,3538,0,high,1
3.8,2,1,6,4.2,90,182,1,4,2,2.4,1.6,3402,0,low,0
3.5,3,3,4,4.2,78,233,2,2,3,4.2,3.2,4403,0,low,0
3.8,2,2,5,4.2,88,166,1,2,2,2.4,2.6,1409,0,medium,0
3.8,1,2,4,4.2,85,176,2,2,1,2.4,2.0,1729,0,low,0
3.8,1,1,2,1.8,65,142,2,3,2,2.4,2.2,1978,1,low,0
3.5,4,3,4,4.2,78,187,2,3,2,4.2,4.0,5022,0,low,0
3.8,1,2,4,4.2,80,242,1,3,1,2.4,2.8,2121,0,low,0
3.8,1,1,4,4.2,75,215,1,3,2,2.4,1.8,3724,0,low,0
3.5,3,2,4,4.2,71,191,2,3,3,4.2,3.0,4021,0,low,0
3.5,4,3,4,4.2,73,150,2,3,2,4.2,2.8,4383,0,high,0
3.5,3,2,4,4.2,80,203,3,4,4,4.2,2.8,4217,0,medium,0
3.5,2,3,3,4.2,76,246,3,3,2,4.2,3.4,4273,0,high,0
3.8,1,1,4,4.2,85,161,2,3,1,4.2,2.6,1819,0,low,0
3.8,1,2,2,1.8,75,161,1,3,2,2.4,1.6,1734,1,low,0
3.8,1,1,4,4.2,76,265,1,2,1,2.4,3.4,2969,0,medium,0
3.8,1,1,2,1.8,71,130,2,3,1,2.4,3.4,1506,1,high,0
3.5,2,2,5,1.8,90,243,2,5,2,4.2,2.0,1312,1,low,0
3.8,2,1,3,4.2,77,213,1,4,2,2.4,3.2,3469,0,low,0
3.8,2,1,2,4.2,69,167,1,3,2,2.4,2.2,1256,0,low,0
3.5,2,2,4,4.2,72,197,4,3,3,4.2,3.0,5099,0,low,0
3.5,4,3,3,4.2,70,145,4,3,2,4.2,2.8,4079,0,low,1
3.5,3,2,3,4.2,80,279,4,3,4,4.2,2.6,4560,0,medium,1
3.8,1,2,4,4.2,78,203,1,3,2,2.4,2.0,3539,0,high,1
3.8,2,1,2,1.8,63,154,1,3,1,2.4,2.6,1537,1,low,0
3.8,1,1,3,4.2,66,179,2,2,1,2.4,2.4,1415,0,low,1
3.8,1,1,2,4.2,72,145,2,5,2,2.4,3.2,1910,0,medium,0
3.5,2,2,6,1.8,87,268,1,4,2,4.6,2.2,1248,1,medium,0
1.8,2,1,5,4.2,87,187,1,2,1,4.2,2.4,3549,0,medium,0
3.8,2,2,3,4.2,77,265,1,3,1,2.4,2.4,2884,0,medium,0
3.8,1,1,3,4.2,69,163,1,4,2,2.4,3.0,1915,0,low,0
3.8,2,2,4,4.2,90,200,1,3,2,2.4,2.6,3174,0,low,0
3.8,2,1,5,4.2,77,201,2,3,1,2.4,2.2,2657,0,low,0
3.8,2,2,5,4.2,89,170,2,4,1,2.4,2.0,1965,0,high,0
3.8,2,2,3,4.2,77,227,1,2,2,2.4,2.2,2258,0,low,0
3.5,2,3,3,4.2,77,171,3,2,4,4.2,2.8,5704,0,medium,0
1.8,2,1,3,4.2,62,144,2,3,2,4.2,1.8,1274,0,low,0
1.8,1,2,4,4.2,86,189,2,2,2,4.2,2.4,3474,0,medium,1
3.8,2,1,2,1.8,67,148,2,3,1,2.4,1.8,7072,1,medium,0
3.5,2,3,4,4.2,75,196,3,2,2,4.2,3.4,4116,0,medium,0
3.5,2,1,6,1.8,87,278,2,5,2,4.2,1.6,1180,1,low,0
3.5,2,2,5,4.2,80,102,2,5,4,4.2,3.4,4784,0,medium,0
3.5,1,2,5,1.8,85,239,2,5,2,4.2,2.4,1239,1,low,0
3.8,2,2,6,4.2,78,257,1,3,1,4.2,2.0,3416,0,medium,0
3.5,2,2,4,4.2,74,159,2,3,3,4.2,3.6,4265,0,low,1
3.5,4,3,3,4.2,75,257,3,3,2,4.6,2.6,4883,0,low,0
3.5,3,3,3,4.2,79,166,2,2,2,4.2,2.8,5905,0,high,0
3.8,2,2,3,4.2,79,219,2,3,1,2.4,3.0,2074,0,low,0
3.5,2,2,5,1.8,88,263,2,5,1,4.6,2.6,1417,1,medium,0
3.5,2,2,3,4.2,79,162,3,4,3,4.2,3.4,5683,0,medium,0
3.8,2,1,3,4.2,90,185,1,2,2,2.4,2.8,3299,0,medium,0
3.5,3,4,3,4.2,78,238,3,2,3,4.2,2.8,4355,0,medium,0
3.5,2,2,7,1.8,87,247,2,4,1,4.2,3.2,1228,1,low,0
3.8,1,1,3,4.2,64,136,2,4,1,2.4,2.4,1090,0,low,1
