Department,Role,Will_Relocate,Trending Perf,Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_OnPrem_2,EMP_Sat_OnPrem_3,EMP_Sat_OnPrem_5,EMP_Sat_Remote_1,EMP_Sat_Remote_2,EMP_Sat_Remote_3,EMP_Sat_Remote_4,EMP_Sat_Remote_5,EMP_Engagement_1,EMP_Engagement_2,EMP_Engagement_3,EMP_Engagement_4,EMP_Engagement_5,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,LinkedIn_Hits,Emp_Work_Status2,Emp_Work_Status_3,Emp_Work_Status_4,Emp_Work_Status_5,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Emp_Competitive_1,Emp_Competitive_2,Emp_Competitive_3,Emp_Competitive_4,Emp_Competitive_5,Emp_Collaborative_1,Emp_Collaborative_2,Emp_Collaborative_3,Emp_Collaborative_4,Emp_Collaborative_5,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company
Warehouse,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.48,4,117,10,0,1,medium,5,3,1,2,3,4,1,1,2,2,2,1,1,2,3,1,1,4,2,1587,88,7,0
IT,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.55,4,270,3,1,0,medium,30,5,2,4,1,2,1,2,2,2,4,1,3,3,3,1,3,1,3,2526,80,6,0
Sales,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.84,5,257,5,0,0,medium,7,3,1,5,3,1,1,2,1,2,4,2,1,3,1,2,5,5,5,1565,87,7,1
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.93,4,233,3,0,0,medium,7,5,5,5,4,4,3,4,3,4,4,2,1,2,4,5,3,4,5,5604,79,6,0
Finance,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.69,5,273,3,1,0,low,60,4,5,5,5,1,1,2,1,1,1,2,5,3,2,2,5,4,2,3384,76,8,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.7,3,123,5,0,0,medium,10,1,2,4,2,4,3,2,3,3,5,3,1,2,1,2,1,4,3,4231,77,2,0
IT,Director,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.72,4,154,4,0,0,medium,7,5,4,3,3,2,3,4,2,2,4,4,5,1,2,2,1,4,2,4938,71,4,0
Sales,Director,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.52,4,267,2,0,0,high,11,1,3,5,2,2,1,2,1,2,4,1,5,2,5,1,1,5,1,3648,76,9,0
Finance,Level 1,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.65,3,241,3,0,0,low,50,4,2,1,1,2,1,1,2,1,3,2,2,5,5,2,3,1,4,3074,80,10,0
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.84,5,189,5,0,0,low,7,3,1,2,4,3,3,3,2,2,2,4,3,3,1,2,3,2,1,4869,70,4,0
Human Resources,Senior Manager,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,4,139,3,0,0,high,64,4,5,5,3,1,2,1,1,2,3,1,1,1,5,2,1,2,4,1415,90,10,0
Finance,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.45,2,131,3,0,0,low,39,4,5,5,2,1,2,1,2,1,1,2,2,4,2,2,2,3,5,1671,73,9,1
Finance,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.69,3,187,4,0,0,medium,42,1,5,1,3,2,2,1,2,1,5,2,3,1,3,1,1,4,5,3621,86,9,0
Warehouse,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.54,7,278,3,0,0,low,22,2,2,3,2,1,1,2,1,1,1,1,4,4,2,1,2,3,1,1946,85,6,1
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.78,7,290,4,0,0,low,9,1,3,4,1,1,1,1,2,2,2,2,3,4,5,1,2,4,3,1885,89,2,1
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.87,4,162,4,0,0,medium,7,2,1,1,5,4,3,2,2,3,2,2,3,5,5,1,4,5,5,5294,76,4,0
IT,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,3,190,10,0,0,medium,26,5,5,3,2,1,2,1,2,1,1,2,2,4,2,2,3,2,4,3244,90,7,0
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.86,5,237,5,0,0,high,2,5,5,3,2,2,1,2,2,1,4,1,3,3,1,2,1,5,4,1593,86,7,1
IT,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,3,138,2,0,0,medium,8,2,5,2,4,3,3,3,3,2,4,4,1,2,3,1,5,5,2,5714,80,2,0
Operations,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.87,3,177,4,0,0,medium,4,3,5,5,1,1,1,2,1,1,5,1,2,5,2,1,1,5,5,1560,88,7,1
Finance,VP,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.45,2,135,3,0,0,low,1,5,2,1,3,2,1,2,2,1,3,2,2,5,2,1,1,2,1,1559,66,8,1
Operations,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.56,3,146,3,0,0,low,57,3,3,3,2,2,1,2,1,2,1,1,4,2,5,2,3,1,3,1955,67,9,0
Sales,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.9,4,250,5,0,0,medium,10,2,3,4,1,2,1,2,2,2,1,2,3,3,2,1,5,1,5,1026,89,9,1
Warehouse,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,4,266,5,0,0,medium,3,2,4,2,5,3,2,2,2,4,3,3,5,2,5,5,5,5,2,4578,78,1,0
Finance,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,3,207,3,0,0,medium,25,2,1,1,4,2,2,1,2,1,3,2,5,3,1,2,4,3,2,2559,78,8,0
Sales,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.45,2,143,3,0,0,low,63,1,4,5,2,1,1,2,2,1,1,1,1,2,1,2,1,1,5,1349,75,7,1
Warehouse,Senior Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.39,2,145,3,0,0,medium,51,4,2,5,1,1,1,2,2,1,5,2,1,2,4,1,3,5,4,1649,66,10,0
Human Resources,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,5,228,4,1,0,high,7,4,3,5,3,2,4,3,2,3,5,3,4,1,3,2,4,4,2,5913,75,2,0
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.58,4,141,3,1,0,medium,12,5,1,5,5,2,2,2,1,1,5,2,2,4,2,2,4,3,5,1672,89,6,0
Warehouse,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,6,221,10,0,0,medium,42,4,5,4,4,1,2,2,2,1,4,1,5,4,4,2,3,1,2,2972,76,7,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.84,4,265,2,0,0,low,2,2,5,2,2,4,2,2,2,4,3,4,3,2,5,1,4,5,4,5649,76,3,0
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,0.96,6,296,4,0,0,low,4,4,3,1,3,2,1,1,2,1,3,1,5,3,4,1,2,3,3,1973,90,3,1
Human Resources,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.73,5,267,3,0,0,low,9,3,2,2,5,2,4,3,3,4,1,3,1,3,4,1,3,5,5,5258,80,8,0
Operations,Level 2-4,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,1,2,3,2,1,0.63,6,265,3,0,0,low,3,2,2,3,5,1,1,2,1,2,3,2,5,2,2,1,1,2,4,1904,89,6,1
Finance,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.41,4,174,3,0,0,low,25,3,5,2,5,2,2,2,1,5,4,5,3,2,4,1,4,3,3,1371,87,7,0
Finance,Director,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,3,256,2,0,0,medium,55,4,2,5,1,1,1,2,2,2,4,1,4,5,4,1,2,5,2,2247,80,10,0
Sales,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.77,5,234,3,0,0,low,6,3,2,1,3,4,3,2,3,4,1,3,4,3,2,2,5,3,2,4632,77,3,0
IT,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,3,242,3,0,0,medium,8,3,1,3,5,3,2,2,2,4,1,4,3,5,4,2,1,5,5,5915,78,8,0
Warehouse,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.72,3,217,3,0,0,low,5,4,2,5,1,4,4,2,3,3,1,4,2,1,4,2,5,4,4,4077,80,2,0
Sales,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.92,5,169,2,0,0,medium,4,2,4,2,5,3,2,2,4,2,5,3,5,1,4,4,1,3,4,6000,72,6,0
Warehouse,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,3,164,7,0,0,medium,48,1,1,5,4,1,2,2,1,1,2,2,4,4,2,1,5,3,3,1226,60,9,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.85,5,173,3,0,0,low,5,3,2,4,3,3,2,3,3,4,1,2,4,2,4,2,2,3,2,5395,79,2,0
Human Resources,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.94,6,199,4,0,0,medium,1,3,4,1,3,4,2,3,2,2,4,4,4,2,5,2,3,3,3,5204,76,4,0
Finance,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.53,3,153,3,0,0,low,56,3,5,3,2,2,1,2,1,1,5,1,4,3,1,1,4,4,1,1367,69,9,0
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.97,5,130,4,0,0,high,9,1,3,4,5,4,4,2,2,4,1,4,4,3,3,1,5,1,1,4946,76,8,0
Sales,Senior Manager,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.69,3,194,4,0,0,medium,21,5,4,3,1,2,1,2,2,2,3,2,3,3,5,2,2,3,1,2695,87,6,0
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.8,4,239,3,0,0,low,4,4,3,2,1,3,2,2,2,2,1,2,2,2,4,1,2,4,1,4756,79,5,0
Sales,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,5,278,2,0,0,low,17,2,5,3,2,2,1,1,2,1,4,2,4,1,1,1,2,2,2,2493,77,7,0
Human Resources,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.39,3,261,3,0,0,medium,57,1,1,4,2,2,1,1,2,2,4,2,1,1,2,1,4,3,2,2730,75,10,0
Warehouse,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.56,2,158,3,0,0,low,50,1,2,2,4,1,1,2,1,1,3,2,2,2,2,1,2,5,2,1917,63,8,1
Warehouse,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,2,257,4,1,0,medium,52,3,1,2,3,2,2,1,2,2,3,1,5,3,1,1,2,4,3,2073,75,6,0
Operations,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.53,2,140,3,0,0,low,34,1,4,4,4,2,1,2,1,1,4,2,5,2,5,2,3,4,5,1754,61,9,1
IT,Level 2-4,0,3,6,0.8,0.0,0.0,0.0,0.0,5,5,4,5,4,5,5,4,4,3,1.0,3,272,2,0,0,medium,6,5,1,1,2,3,2,4,3,3,2,2,3,3,3,1,2,4,4,4652,79,4,0
Warehouse,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.48,2,161,3,0,0,low,14,2,3,1,3,1,1,1,1,1,1,1,1,4,4,1,5,1,1,1327,71,8,1
Finance,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.5,2,142,3,0,0,medium,64,4,5,2,4,2,2,1,1,1,5,2,3,3,1,2,3,1,2,8248,74,6,1
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.91,3,241,2,0,0,high,2,3,3,2,1,4,3,3,2,2,3,4,4,2,3,1,4,2,4,4836,80,9,0
Operations,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,3,210,2,0,0,low,52,1,3,3,4,1,1,1,1,2,5,1,1,5,5,1,3,3,3,2444,79,7,0
Human Resources,Senior Director,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.96,6,281,4,0,0,medium,5,5,5,3,2,1,1,2,1,1,5,2,2,1,3,5,2,3,4,1484,89,4,1
Finance,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.46,2,150,3,0,0,medium,4,4,2,5,3,1,1,1,1,2,5,2,1,5,1,2,3,1,4,6081,75,9,1
Finance,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.92,5,258,3,0,0,high,3,1,1,2,5,3,3,3,2,4,2,3,1,2,2,2,3,3,2,4908,77,1,0
Warehouse,Level 2-4,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.62,4,161,2,0,0,medium,59,4,1,1,1,2,1,1,1,2,3,1,1,1,5,1,4,3,5,1941,85,6,0
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.97,4,170,3,0,0,medium,4,4,2,1,5,2,2,3,4,2,5,2,3,4,2,5,4,1,2,4062,72,3,0
Sales,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.69,5,157,3,0,0,low,1,2,3,1,2,2,1,1,1,1,3,2,2,2,2,2,5,4,3,1798,86,8,0
Sales,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.9,2,168,2,0,0,medium,2,2,3,3,1,1,1,2,1,2,4,2,1,2,1,4,1,5,5,1227,88,9,1
Operations,Director,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.53,2,152,3,0,0,medium,24,4,5,3,2,1,2,1,2,1,1,2,3,4,2,1,4,1,3,8386,67,7,1
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.95,6,286,4,0,0,medium,3,5,1,1,2,1,1,2,2,1,2,1,4,1,2,2,1,3,3,1773,90,9,1
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.92,4,234,5,0,0,low,3,5,2,5,2,2,1,2,1,3,3,2,5,2,4,1,1,1,3,1469,89,6,1
Human Resources,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,5,281,4,1,0,medium,40,4,2,2,2,1,2,1,2,2,2,2,3,2,5,1,4,4,1,3381,76,9,0
Warehouse,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.58,4,133,3,0,0,low,59,5,5,5,5,2,1,2,2,1,4,1,4,5,3,2,4,1,3,1092,87,9,0
Operations,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,5,222,4,0,0,low,63,1,3,3,1,2,1,1,2,1,4,1,2,4,4,2,5,4,2,3506,79,6,0
Finance,Manager,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,2,111,3,0,0,medium,16,1,2,5,1,2,1,2,2,2,1,2,2,2,1,1,5,3,2,1882,69,10,0
Human Resources,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,5,259,4,0,0,low,65,2,1,5,5,1,1,2,1,2,2,2,3,4,3,1,3,2,2,3995,78,8,0
Warehouse,Director,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.69,2,178,3,0,0,low,6,1,3,4,2,2,2,2,2,1,4,2,1,1,2,2,5,1,4,1184,61,8,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.89,6,282,4,0,0,low,1,2,4,3,3,1,2,2,1,2,4,2,3,5,1,4,1,1,4,1857,85,7,1
Operations,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.87,4,146,8,1,0,low,7,2,3,2,5,3,3,3,3,2,5,2,1,5,5,2,2,2,5,5245,73,7,0
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.82,5,249,6,0,0,low,8,2,4,1,5,3,2,2,2,3,5,3,5,1,4,1,2,4,4,5633,78,5,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.91,3,269,8,0,0,medium,8,5,5,4,5,3,4,4,4,2,4,3,5,5,4,2,2,2,5,4462,78,2,0
Operations,Director,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.47,2,248,2,0,0,medium,24,1,4,4,2,1,2,2,2,1,5,2,4,5,2,2,2,5,1,1492,88,9,1
Finance,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.55,4,256,4,0,0,medium,12,3,1,5,3,2,2,2,2,1,1,1,4,1,2,2,4,3,3,3408,80,8,0
Operations,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.68,4,154,3,1,0,medium,10,3,2,5,1,2,1,2,1,1,4,2,5,1,5,1,3,1,3,1711,90,10,0
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.79,6,275,4,0,0,low,5,1,4,1,4,2,1,2,1,1,3,1,4,3,5,1,3,4,5,1228,88,1,1
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.83,4,280,4,1,0,low,9,2,1,4,2,3,4,2,2,3,2,3,4,2,3,1,4,2,4,5288,80,8,0
Sales,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.88,5,199,5,1,0,medium,6,4,1,4,2,3,2,2,3,3,1,2,1,3,2,2,1,2,1,4417,77,6,0
Operations,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,2,235,3,0,0,high,8,1,1,4,5,3,4,3,3,2,4,2,4,2,3,2,5,4,1,4522,76,9,0
Operations,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.72,4,271,3,0,0,low,9,2,2,4,3,2,2,3,2,3,2,4,1,1,2,2,3,5,5,4085,75,1,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,4,207,3,0,0,medium,5,2,1,2,4,2,3,3,3,4,1,4,4,4,3,1,3,5,3,4702,80,7,0
IT,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.76,4,144,3,1,0,low,1,3,1,5,3,3,3,2,3,3,3,4,5,5,2,2,4,2,4,5881,73,5,0
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.92,3,150,2,0,0,medium,9,3,4,4,1,4,2,4,4,4,2,2,1,1,1,2,1,2,4,4100,77,3,0
Finance,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.93,6,276,4,0,0,low,6,3,2,4,1,2,2,1,1,1,1,2,2,5,1,1,4,2,1,1670,87,9,1
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.93,4,185,5,0,0,low,9,3,2,4,2,3,3,2,2,2,5,2,4,4,2,2,4,5,1,5648,79,4,0
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.73,4,208,5,0,0,low,7,5,2,4,2,3,4,3,2,4,2,3,3,1,2,2,3,4,3,5833,75,2,0
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.83,3,271,2,0,0,medium,7,5,3,3,4,2,2,2,2,3,3,2,3,3,2,2,2,5,2,4958,77,3,0
Sales,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.9,5,256,5,0,0,low,5,1,5,5,3,1,1,1,2,1,4,1,5,3,3,1,2,4,1,1970,89,3,1
Warehouse,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.91,3,244,3,0,0,medium,6,1,3,3,3,3,4,2,2,4,1,3,3,4,4,5,4,2,5,4062,75,8,0
Sales,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.52,5,236,4,0,0,low,23,2,5,1,5,1,2,1,1,1,4,2,3,5,5,1,3,5,2,2401,79,8,0
Human Resources,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.99,5,228,4,1,0,low,8,4,3,3,4,3,3,2,2,2,4,2,1,1,2,1,1,1,5,4831,80,8,0
Sales,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,3,215,2,0,0,low,2,3,4,4,4,2,3,3,2,2,2,2,3,2,1,1,3,3,2,5661,80,2,0
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,3,281,2,0,0,medium,55,3,2,2,4,2,2,2,2,2,2,1,5,1,2,2,4,4,5,3047,77,8,0
Warehouse,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.49,2,130,3,0,0,low,53,1,3,3,4,2,2,2,1,2,1,1,2,4,3,1,4,3,1,1243,62,7,1
Warehouse,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.73,2,230,3,0,0,low,7,2,1,3,5,4,3,3,3,4,4,3,2,4,4,1,5,5,4,4889,79,5,0
IT,Senior Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,1.0,5,242,5,0,0,low,3,3,1,4,1,1,2,2,1,1,2,2,1,4,5,2,2,1,3,1276,89,8,1
Warehouse,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.38,2,103,3,0,0,medium,15,2,2,4,4,1,2,1,1,2,4,2,2,1,1,2,1,2,1,1042,64,9,0
Human Resources,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,3,232,2,0,0,low,56,1,2,4,1,2,2,2,2,1,4,2,5,5,3,1,2,2,4,3822,79,7,0
IT,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.77,5,275,4,0,0,medium,6,1,1,4,5,1,2,2,2,1,5,2,5,2,2,2,2,3,3,1569,85,3,1
IT,Level 1,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,1,2,3,2,1,0.67,4,141,2,0,0,low,8,2,5,4,2,1,2,2,2,2,1,2,4,3,2,2,4,1,4,1495,87,9,1
Human Resources,Level 2-4,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.64,2,170,8,0,0,low,14,5,2,4,4,2,1,2,1,2,5,1,1,5,1,1,2,1,5,1396,69,10,0
Sales,Manager,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.63,4,268,3,0,0,medium,7,5,1,1,4,2,1,2,2,1,2,2,1,2,1,2,3,2,4,3622,77,8,0
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.97,4,264,3,0,0,low,6,4,4,4,5,3,2,3,2,4,1,2,5,3,2,2,3,5,1,5959,79,7,0
Human Resources,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.56,4,241,3,0,0,low,64,5,2,2,5,2,1,2,2,1,5,1,5,4,1,2,1,4,3,3531,75,9,0
Operations,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.55,5,174,3,1,0,medium,22,5,3,3,5,1,2,1,1,1,2,2,5,3,3,1,4,4,3,1621,87,6,0
Sales,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.4,2,245,5,0,0,medium,29,5,2,1,1,1,1,1,1,2,5,2,4,3,3,1,3,5,5,3805,80,7,0
Warehouse,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,6,190,4,0,0,low,41,1,3,4,4,2,1,2,1,2,2,1,4,4,2,1,4,5,4,3116,88,8,0
